CO2_loading,MEA_mol,Temp,log_x_H2O,log_x_CO2,log_x_MEA,log_x_OH-,log_x_HCO3-,log_x_CO32-,log_x_MEACOO-,log_x_H3O+,log_x_MEAH+,x_H2O,x_CO2,x_MEA,x_OH-,x_HCO3-,x_CO32-,x_MEACOO-,x_H3O+,x_MEAH+,gamma_H2O,gamma_CO2,gamma_MEA,gamma_OH-,gamma_HCO3-,gamma_CO32-,gamma_MEACOO-,gamma_H3O+,gamma_MEAH+,G_ex,Henry_mix_CO2,fugacity_pure_solvent_H2O,fugacity_pure_solvent_MEA,log_gamma_mix_CO2,liq_enthalpy
0.3004,0.289894737,297.3605263,-0.38236195,-18.79978816,-2.063907498,-12.20088451,-8.533950905,-13.12384169,-2.351850902,-23.3207886,-2.349692394,0.682248069,6.84E-09,0.126956915,5.03E-06,0.000196676,2.00E-06,0.095192806,7.45E-11,0.095398503,-0.050584446,2.15976972,-0.687359584,4.379562805,-2.303872599,-1.068114491,-1.902518679,-1.150384945,1.063673657,0.448150455,1728.475866,0.030239075,0.000498365,0.744773845,-328366.1112
0.3004,0.289894737,301.5710526,-0.382359715,-18.44023022,-2.063916808,-12.21454586,-8.540356186,-13.231029,-2.351835613,-22.93186553,-2.349695271,0.682249594,9.81E-09,0.126955734,4.96E-06,0.000195421,1.79E-06,0.095194262,1.10E-10,0.095398228,-0.059041866,2.225075396,-0.62508456,4.323984013,-2.206532379,-1.16970144,-1.920011724,-1.154781273,1.225097725,0.423182422,1735.9802,0.038765978,0.000714541,0.921268195,-327961.211
0.3004,0.289894737,305.7815789,-0.382361158,-18.05625526,-2.063906244,-12.23069886,-8.533964323,-13.34431997,-2.351846811,-22.55954324,-2.349698171,0.682248609,1.44E-08,0.126957075,4.88E-06,0.000196674,1.60E-06,0.095193196,1.59E-10,0.095397952,-0.066963405,2.253763047,-0.564628182,4.274741385,-2.125806547,-1.261310706,-1.93839391,-1.159425604,1.375847408,0.398033879,1745.59949,0.049308997,0.001011562,1.057966012,-327558.7273
0.3004,0.289894737,309.9921053,-0.382365465,-17.6547707,-2.063880194,-12.24945969,-8.517808624,-13.46294646,-2.35187866,-22.20215862,-2.349701082,0.682245671,2.15E-08,0.126960382,4.79E-06,0.000199877,1.42E-06,0.095190164,2.28E-10,0.095397674,-0.074415051,2.254260529,-0.505948483,4.230870844,-2.058369222,-1.344620924,-1.957532454,-1.164312193,1.517304261,0.372781359,1756.405214,0.062250436,0.00141482,1.164072957,-327158.528
0.3004,0.289894737,314.2026316,-0.382372093,-17.24095079,-2.06384157,-12.27095727,-8.494169138,-13.58628357,-2.351927283,-21.85823001,-2.349704008,0.682241149,3.25E-08,0.126965286,4.69E-06,0.000204658,1.26E-06,0.095185536,3.21E-10,0.095397395,-0.081457469,2.233086418,-0.44900276,4.1915713,-2.001666742,-1.421030475,-1.977299093,-1.16943722,1.650686072,0.34749016,1767.647619,0.078025887,0.001956122,1.246723757,-326760.4833
0.3004,0.289894737,318.4131579,-0.382380674,-16.81865814,-2.063792337,-12.29531185,-8.464769923,-13.71381059,-2.351990049,-21.5264455,-2.349706966,0.682235294,4.96E-08,0.126971537,4.57E-06,0.000210764,1.11E-06,0.095179562,4.48E-10,0.095397113,-0.088145183,2.195279105,-0.393746697,4.156173106,-1.953723369,-1.491710088,-1.997574105,-1.174798089,1.7770585,0.322215841,1778.724436,0.097128499,0.002674885,1.311441438,-326364.4673
0.3004,0.289894737,322.6236842,-0.382390956,-16.39076786,-2.063733831,-12.32262357,-8.430923277,-13.84508427,-2.352065158,-21.2056483,-2.349709991,0.68222828,7.61E-08,0.126978966,4.45E-06,0.00021802,9.71E-07,0.095172413,6.17E-10,0.095396824,-0.094526272,2.144732344,-0.340134196,4.124113648,-1.91299901,-1.557644737,-2.018249448,-1.180393021,1.897348902,0.297005483,1789.157392,0.120113163,0.003619469,1.362497442,-325970.3587
0.3004,0.289894737,326.8342105,-0.382402765,-15.95941476,-2.063666948,-12.35296724,-8.393635445,-13.97972022,-2.352151381,-20.89482113,-2.349713141,0.682220224,1.17E-07,0.126987459,4.32E-06,0.000226303,8.49E-07,0.095164207,8.42E-10,0.095396524,-0.100642465,2.084456088,-0.288117573,4.094918131,-1.878284216,-1.619667226,-2.039230688,-1.186220791,2.012360841,0.271898759,1798.57386,0.147600577,0.004848631,1.403192518,-325578.0411
0.3004,0.289894737,331.0447368,-0.382415982,-15.5261806,-2.063592255,-12.38639088,-8.353684212,-14.11737958,-2.352247899,-20.59307074,-2.349716505,0.682211207,1.81E-07,0.126996944,4.18E-06,0.000235527,7.39E-07,0.095155023,1.14E-09,0.095396203,-0.106529517,2.016778417,-0.237647932,4.068184291,-1.848622133,-1.678485244,-2.060437728,-1.192280573,2.122788356,0.246928852,1806.691953,0.180281133,0.006433112,1.436075063,-325187.4023
0.3004,0.289894737,335.2552632,-0.382430531,-15.09223519,-2.06351006,-12.4229167,-8.31167595,-14.25775918,-2.352354211,-20.29961314,-2.349720222,0.682201281,2.79E-07,0.127007383,4.03E-06,0.000245632,6.43E-07,0.095144907,1.53E-09,0.095395848,-0.112217757,1.943501435,-0.188675619,4.04357013,-1.823250104,-1.734703243,-2.081804554,-1.198571839,2.22922944,0.22212325,1813.307968,0.218918576,0.008457324,1.463110441,-324798.3332
0.3004,0.289894737,339.4657895,-0.38244637,-14.65844209,-2.06342043,-12.46254333,-8.268087655,-14.40058423,-2.352470081,-20.01376012,-2.349724503,0.682190476,4.30E-07,0.127018767,3.87E-06,0.000256575,5.57E-07,0.095133883,2.03E-09,0.09539544,-0.117732718,1.866021418,-0.141150672,4.020784036,-1.801555682,-1.788840216,-2.103278275,-1.205094303,2.332198441,0.197504424,1818.285493,0.264353381,0.011021163,1.485812142,-324410.7265
0.3004,0.289894737,343.6763158,-0.382463486,-14.22543778,-2.063323186,-12.50524877,-8.223298046,-14.5456027,-2.352595528,-19.73490687,-2.349729672,0.6821788,6.64E-07,0.12703112,3.71E-06,0.000268329,4.82E-07,0.09512195,2.69E-09,0.095394947,-0.123095782,1.785421344,-0.095023271,3.999576831,-1.783043281,-1.841344156,-2.124817745,-1.211847895,2.432137257,0.1730904,1821.545758,0.317505805,0.014241899,1.505343339,-324024.475
0.3004,0.289894737,347.8868421,-0.382481894,-13.79369064,-2.063217851,-12.55099373,-8.177610718,-14.6925812,-2.35273084,-19.46252108,-2.349736223,0.682166242,1.02E-06,0.127044501,3.54E-06,0.000280872,4.16E-07,0.09510908,3.53E-09,0.095394322,-0.1283248,1.70254214,-0.050244151,3.9797354,-1.767308739,-1.892603833,-2.146392017,-1.218832765,2.529425338,0.148895214,1823.058949,0.379378563,0.018256149,1.522595535,-323639.4685
0.3004,0.289894737,352.0973684,-0.382501642,-13.36354493,-2.063103565,-12.59972511,-8.13127154,-14.8413019,-2.35287664,-19.19613314,-2.349744911,0.682152771,1.57E-06,0.127059021,3.37E-06,0.000294194,3.59E-07,0.095095214,4.60E-09,0.095393493,-0.133434644,1.618037569,-0.00676501,3.961077673,-1.754019764,-1.942958367,-2.167978812,-1.226049319,2.624388546,0.124929251,1822.836357,0.451059092,0.023221911,1.53824952,-323255.5907
0.3004,0.289894737,356.3078947,-0.382522821,-12.93525362,-2.062978928,-12.65137965,-8.084481943,-14.99156064,-2.353033995,-18.93532755,-2.349756877,0.682138323,2.41E-06,0.127074859,3.20E-06,0.000308286,3.08E-07,0.095080251,5.98E-09,0.095392351,-0.138437697,1.532416542,0.035461082,3.943448826,-1.742900777,-1.992704933,-2.189563127,-1.233498286,2.717306997,0.101199427,1820.923249,0.533721356,0.029320629,1.55282267,-322872.7131
0.3004,0.289894737,360.5184211,-0.382545577,-12.50900279,-2.062841763,-12.70588778,-8.037409277,-15.14316589,-2.353204597,-18.67973529,-2.34977385,0.682122801,3.69E-06,0.12709229,3.03E-06,0.000323145,2.65E-07,0.095064032,7.72E-09,0.095390732,-0.143344257,1.446075805,0.076479221,3.926718636,-1.733721033,-2.042104864,-2.211136074,-1.241180842,2.808422027,0.077709182,1817.39243,0.628627169,0.036759286,1.566705702,-322490.6874
0.3004,0.289894737,364.7289474,-0.382570132,-12.08492999,-2.062688751,-12.76317787,-7.990195195,-15.29593898,-2.353391037,-18.42902695,-2.349798437,0.682106052,5.64E-06,0.127111738,2.86E-06,0.000338768,2.28E-07,0.09504631,9.92E-09,0.095388387,-0.148162864,1.359325215,0.116332109,3.910780049,-1.726285146,-2.091388269,-2.232694,-1.249098794,2.897942454,0.054458217,1812.338444,0.737126992,0.045772484,1.580191297,-322109.3339
0.3004,0.289894737,368.9394737,-0.382596828,-11.66313792,-2.062514891,-12.8231813,-7.942962802,-15.44971548,-2.353597232,-18.18290646,-2.349834562,0.682087842,8.61E-06,0.12713384,2.70E-06,0.000355153,1.95E-07,0.095026713,1.27E-08,0.095384941,-0.152900546,1.272407346,0.155059306,3.89554909,-1.720425335,-2.140757219,-2.254237942,-1.257254873,2.986050332,0.031441883,1805.872395,0.860660202,0.056624498,1.593496426,-321728.4243
0.3004,0.289894737,373.15,-0.382626172,-11.24370475,-2.062312685,-12.88583865,-7.895823217,-15.60434839,-2.353829053,-17.94110514,-2.349888107,0.682067828,1.31E-05,0.12715955,2.53E-06,0.000372295,1.67E-07,0.095004687,1.62E-08,0.095379834,-0.157562982,1.18551275,0.192696155,3.880966429,-1.71599481,-2.190387402,-2.275773453,-1.265653158,3.072906431,0.008650057,1798.117345,1.000754793,0.069611275,1.606779834,-321347.6564
0.3004,0.289894737,373.15,-0.382626172,-11.24370475,-2.062312685,-12.88583865,-7.895823217,-15.60434839,-2.353829053,-17.94110514,-2.349888107,0.682067828,1.31E-05,0.12715955,2.53E-06,0.000372295,1.67E-07,0.095004687,1.62E-08,0.095379834,-0.157562982,1.18551275,0.192696155,3.880966429,-1.71599481,-2.190387402,-2.275773453,-1.265653158,3.072906431,0.008650057,1798.117345,1.000754793,0.069611275,1.606779834,-321347.6564
0.3004,0.289894737,378.15,-0.38266552,-10.74877583,-2.062019973,-12.96363506,-7.840111486,-15.78891782,-2.354149968,-17.65923579,-2.349986716,0.68204099,2.15E-05,0.127196776,2.34E-06,0.000393625,1.39E-07,0.094974203,2.14E-08,0.095370429,-0.163007867,1.082561174,0.236014044,3.864450923,-1.71240871,-2.249866604,-2.301350558,-1.275949256,3.174621559,-0.018148337,1787.415056,1.190862853,0.088262805,1.622681032,-320895.0985
0.3004,0.289894737,383.15,-0.382711647,-10.2573437,-2.061642074,-13.04510095,-7.784862114,-15.97437287,-2.354542394,-17.38272165,-2.350145486,0.682009531,3.51E-05,0.127244853,2.16E-06,0.000415985,1.15E-07,0.09493694,2.82E-08,0.095355288,-0.16835765,0.980049925,0.277869715,3.848821179,-1.710447408,-2.310119343,-2.326958565,-1.28661134,3.275001118,-0.044703904,1775.306506,1.409471097,0.111008101,1.638842107,-320441.1405
0.3004,0.289894737,388.15,-0.382767674,-9.769481074,-2.061132441,-13.1303174,-7.730283433,-16.16066079,-2.355042766,-17.1111874,-2.35040121,0.681971321,5.72E-05,0.127309718,1.98E-06,0.00043932,9.58E-08,0.094889448,3.70E-08,0.095330907,-0.173613991,0.878131428,0.318272092,3.834186594,-1.709907769,-2.371270451,-2.352640679,-1.297664425,3.374267313,-0.071096968,1762.019203,1.659609634,0.13853855,1.655346527,-319984.2388
0.3004,0.289894737,393.15,-0.382838558,-9.285255627,-2.060417112,-13.21952023,-7.676640005,-16.3478772,-2.355709059,-16.84424696,-2.350812561,0.681922981,9.28E-05,0.127400818,1.81E-06,0.00046353,7.95E-08,0.094826245,4.84E-08,0.0952917,-0.178774146,0.77692645,0.35719071,3.820794627,-1.710568811,-2.433347374,-2.378462316,-1.30914811,3.472659628,-0.097457542,1747.774494,1.94446878,0.171623482,1.672245046,-319522.0001
0.3004,0.289894737,398.15,-0.382932137,-8.804732166,-2.059379131,-13.31318924,-7.624296518,-16.53634999,-2.356633225,-16.58147124,-2.351472751,0.681859171,0.000150021,0.127533127,1.65E-06,0.000488439,6.58E-08,0.094738651,6.29E-08,0.095228811,-0.18382874,0.676533374,0.394532675,3.809097284,-1.712163651,-2.496235012,-2.404522377,-1.321124815,3.57046336,-0.123994267,1732.780154,2.267391036,0.211113241,1.68956656,-319050.6853
0.3004,0.289894737,403.15,-0.383060762,-8.327968852,-2.057834486,-13.41218391,-7.573783468,-16.72677173,-2.357960677,-16.32234075,-2.352529381,0.681771472,0.000241662,0.127730272,1.50E-06,0.000513745,5.44E-08,0.094612973,8.15E-08,0.095128242,-0.188757908,0.577034179,0.430105738,3.799853476,-1.714337783,-2.559600948,-2.430970979,-1.333692476,3.668050624,-0.15104046,1717.221222,2.631861581,0.257941715,1.707325279,-318564.4345
0.3004,0.289894737,408.15,-0.383243832,-7.85500418,-2.055495287,-13.51794939,-7.525896844,-16.92040715,-2.359920842,-16.06617438,-2.354215565,0.681646672,0.000387806,0.128029409,1.35E-06,0.000538945,4.48E-08,0.094427698,1.05E-07,0.094967974,-0.193524756,0.478496618,0.463559647,3.794284251,-1.71658507,-2.622774465,-2.458036758,-1.347003993,3.765940826,-0.179127004,1701.246154,3.041497351,0.313128277,1.725523757,-318054.057
0.3004,0.316157895,293.15,-0.430051506,-19.4296469,-1.968709527,-12.84447714,-8.59632064,-13.52030416,-2.256137728,-23.65097893,-2.254324537,0.65047559,3.65E-09,0.139636938,2.64E-06,0.000184784,1.34E-06,0.104754294,5.35E-11,0.104944406,-0.054162631,2.214139697,-0.681549058,5.068680213,-2.502084093,-0.652263858,-1.982223254,-1.194634446,0.988562453,0.525009159,1864.199567,0.023394995,0.00034299,0.605752991,-333022.8031
0.3004,0.316157895,297.3605263,-0.430041519,-19.09495396,-1.968754222,-12.866997,-8.631022554,-13.62718896,-2.256076281,-23.22632256,-2.25432641,0.650482087,5.10E-09,0.139630697,2.58E-06,0.000178482,1.21E-06,0.104760731,8.18E-11,0.104944209,-0.065070746,2.336290292,-0.619129102,4.999640646,-2.371480822,-0.775481751,-1.999589414,-1.19881634,1.177726081,0.498826861,1858.268679,0.030239075,0.000498365,0.848889198,-332606.7178
0.3004,0.316157895,301.5710526,-0.430036891,-18.72434261,-1.968773925,-12.89172005,-8.646940304,-13.74157387,-2.256048156,-22.82113864,-2.254328279,0.650485097,7.38E-09,0.139627946,2.52E-06,0.000175664,1.08E-06,0.104763678,1.23E-10,0.104944013,-0.075275217,2.407519082,-0.55843211,4.93890797,-2.263867199,-0.885325736,-2.017922786,-1.203257936,1.353776292,0.472283596,1856.126496,0.038765978,0.000714541,1.036792305,-332193.491
0.3004,0.316157895,305.7815789,-0.430036175,-18.32751775,-1.968775396,-12.91862959,-8.648529494,-13.86228964,-2.256044362,-22.43353111,-2.254330121,0.650485563,1.10E-08,0.13962774,2.45E-06,0.000175385,9.54E-07,0.104764075,1.81E-10,0.10494382,-0.084850892,2.439300516,-0.49942639,4.885184248,-2.174454256,-0.984041781,-2.0370766,-1.207949872,1.518299863,0.445484977,1856.407147,0.049308997,0.001011562,1.181958547,-331782.9914
0.3004,0.316157895,309.9921053,-0.430038446,-17.91182676,-1.968762945,-12.94779452,-8.639123797,-13.98842583,-2.256059163,-22.06177903,-2.254331931,0.650484085,1.66E-08,0.139629479,2.38E-06,0.000177042,8.41E-07,0.104762524,2.62E-10,0.10494363,-0.093869531,2.440580613,-0.442082099,4.83740006,-2.09959564,-1.073488754,-2.05690991,-1.21288617,1.672724352,0.418521947,1858.033418,0.062250436,0.00141482,1.294143643,-331375.0839
0.3004,0.316157895,314.2026316,-0.430043096,-17.4828073,-1.968739408,-12.97932133,-8.621233192,-14.1192591,-2.256088779,-21.70433654,-2.254333713,0.650481061,2.55E-08,0.139632765,2.31E-06,0.000180238,7.38E-07,0.104759422,3.75E-10,0.104943443,-0.10239781,2.418320557,-0.386368446,4.794667556,-2.036492863,-1.155212925,-2.077291297,-1.21806289,1.818320055,0.391472616,1860.157045,0.078025887,0.001956122,1.380946613,-330969.6351
0.3004,0.316157895,318.4131579,-0.430049714,-17.04461732,-1.968706689,-13.01332482,-8.596760324,-14.25420339,-2.256130663,-21.35982527,-2.254335485,0.650476756,3.96E-08,0.139637334,2.23E-06,0.000184703,6.45E-07,0.104755034,5.29E-10,0.104943257,-0.110496144,2.377930685,-0.332252431,4.75624513,-1.982981512,-1.230506776,-2.098102121,-1.223477373,1.956207879,0.364403798,1862.115367,0.097128499,0.002674885,1.448276382,-330566.5158
0.3004,0.316157895,322.6236842,-0.430058016,-16.60036885,-1.968666078,-13.04991087,-8.56715808,-14.39277466,-2.256183076,-21.02702271,-2.254337279,0.650471356,6.17E-08,0.139643005,2.15E-06,0.000190253,5.61E-07,0.104749544,7.38E-10,0.104943069,-0.118218191,2.323613517,-0.279698445,4.721510135,-1.937374836,-1.300455795,-2.119238654,-1.229127799,2.08737051,0.337372344,1863.398687,0.120113163,0.003619469,1.500721321,-330165.6015
0.3004,0.316157895,326.8342105,-0.430067808,-16.15238451,-1.968618445,-13.08916712,-8.53354466,-14.5345655,-2.256244826,-20.70484845,-2.254339145,0.650464986,9.66E-08,0.139649657,2.07E-06,0.000196756,4.87E-07,0.104743076,1.02E-09,0.104942873,-0.125610858,2.258632978,-0.228668357,4.689937458,-1.898348421,-1.365975934,-2.140612945,-1.235012911,2.212665121,0.310426323,1863.624802,0.147600577,0.004848631,1.541840049,-329766.7731
0.3004,0.316157895,331.0447368,-0.430078958,-15.70239331,-1.968564353,-13.13115857,-8.496787847,-14.67922661,-2.256315112,-20.39234994,-2.254341162,0.650457734,1.52E-07,0.139657211,1.98E-06,0.000204123,4.22E-07,0.104735714,1.39E-09,0.104942661,-0.132714669,2.185524604,-0.179121856,4.661082473,-1.86485453,-1.42784376,-2.162152567,-1.241131856,2.332836508,0.283606068,1862.518419,0.180281133,0.006433112,1.574389212,-329369.9157
0.3004,0.316157895,335.2552632,-0.430091375,-15.25167912,-1.968504115,-13.17592654,-8.457566886,-14.82645306,-2.256393433,-20.08868832,-2.254343453,0.650449657,2.38E-07,0.139665624,1.90E-06,0.000212288,3.64E-07,0.104727511,1.89E-09,0.104942421,-0.139564323,2.106259062,-0.131016908,4.63456739,-1.836058054,-1.486720839,-2.183799561,-1.247484077,2.44852991,0.256945108,1859.89401,0.218918576,0.008457324,1.600501348,-328974.9181
0.3004,0.316157895,339.4657895,-0.430105009,-14.80119284,-1.96843783,-13.2234895,-8.416418112,-14.97597396,-2.256479532,-19.79312521,-2.254346204,0.650440789,3.73E-07,0.139674882,1.81E-06,0.000221206,3.13E-07,0.104718495,2.53E-09,0.104942132,-0.146189367,2.022369048,-0.08431027,4.610070257,-1.811288296,-1.543173503,-2.205508891,-1.254069255,2.560303098,0.230470976,1855.641192,0.264353381,0.011021163,1.6218235,-328581.6712
0.3004,0.316157895,343.6763158,-0.430119836,-14.35163685,-1.968365364,-13.27384515,-8.373768783,-15.12754492,-2.256573392,-19.50501037,-2.254349709,0.650431145,5.85E-07,0.139685004,1.72E-06,0.000230844,2.69E-07,0.104708666,3.38E-09,0.104941764,-0.152614865,1.935047616,-0.038957993,4.587316101,-1.790002446,-1.597688945,-2.227246682,-1.260887287,2.668637504,0.204205913,1849.712043,0.317505805,0.014241899,1.639625095,-328190.0661
0.3004,0.316157895,347.8868421,-0.430135866,-13.90352841,-1.968286313,-13.32697317,-8.329962356,-15.28094235,-2.256675245,-19.22377055,-2.254354414,0.650420719,9.16E-07,0.139696046,1.63E-06,0.000241181,2.31E-07,0.104698002,4.48E-09,0.104941271,-0.15886205,1.845224307,0.005084078,4.566069827,-1.771757716,-1.650688307,-2.248988461,-1.267938284,2.773948307,0.178167441,1842.109976,0.379378563,0.018256149,1.654881892,-327799.9915
0.3004,0.316157895,352.0973684,-0.430153142,-13.45724731,-1.968199916,-13.38283842,-8.285277573,-15.43595953,-2.25678564,-18.94889948,-2.254361011,0.650409482,1.43E-06,0.139708116,1.54E-06,0.000252203,1.98E-07,0.104686444,5.90E-09,0.104940578,-0.164948904,1.753624095,0.047859824,4.546130624,-1.756189945,-1.702537315,-2.270717543,-1.275222613,2.876593487,0.152368796,1832.879951,0.451059092,0.023221911,1.668341299,-327411.3293
0.3004,0.316157895,356.3078947,-0.43017175,-13.01307157,-1.968104902,-13.44139447,-8.239943092,-15.59240403,-2.256905549,-18.67994894,-2.254370561,0.65039738,2.23E-06,0.139721391,1.45E-06,0.000263899,1.69E-07,0.104673892,7.72E-09,0.104939576,-0.170890661,1.66081305,0.089412357,4.527327713,-1.742997005,-1.753554847,-2.29242365,-1.282740967,2.976881911,0.126819189,1822.099837,0.533721356,0.029320629,1.680573237,-327023.9491
0.3004,0.316157895,360.5184211,-0.430191836,-12.57120422,-1.967999263,-13.50258748,-8.194148957,-15.75009647,-2.257036545,-18.41652068,-2.254384693,0.650384316,3.47E-06,0.139736152,1.37E-06,0.000276265,1.44E-07,0.104660181,1.00E-08,0.104938093,-0.176700226,1.567233743,0.129783483,4.50951738,-1.731925803,-1.804019695,-2.314101812,-1.290494494,3.075080588,0.101523849,1809.872849,0.628627169,0.036759286,1.692009789,-326637.6994
0.3004,0.316157895,364.7289474,-0.430213631,-12.13179348,-1.967879885,-13.56636068,-8.148055899,-15.90887051,-2.257181087,-18.15825924,-2.254405892,0.650370141,5.39E-06,0.139752834,1.28E-06,0.000289297,1.23E-07,0.104645055,1.30E-08,0.104935868,-0.182388513,1.473232754,0.169013057,4.492581354,-1.722761897,-1.854175695,-2.335751592,-1.298485002,3.171421227,0.076483777,1796.32094,0.737126992,0.045772484,1.702976155,-326252.3951
0.3004,0.316157895,368.9394737,-0.430237492,-11.69494792,-1.967742007,-13.6326598,-8.101803285,-16.06857447,-2.257342949,-17.90484519,-2.254437952,0.650354623,8.34E-06,0.139772105,1.20E-06,0.000302992,1.05E-07,0.104628118,1.68E-08,0.104932504,-0.187964694,1.379082097,0.207138128,4.476426707,-1.715320984,-1.904235238,-2.357376651,-1.306715263,3.266106313,0.051695084,1781.579085,0.860660202,0.056624498,1.713714876,-325867.7977
0.3004,0.316157895,373.15,-0.430263959,-11.26074788,-1.967578386,-13.70143991,-8.05551643,-16.22907479,-2.257527875,-17.65598874,-2.254486634,0.65033741,1.29E-05,0.139794976,1.12E-06,0.000317346,8.95E-08,0.104608771,2.15E-08,0.104927396,-0.193436348,1.284995954,0.244191754,4.460987626,-1.709441588,-1.954381063,-2.378984724,-1.315189493,3.359314924,0.027147747,1765.790377,1.000754793,0.069611275,1.724404841,-325483.5873
0.3004,0.316157895,378.15,-0.430299927,-10.74865447,-1.96733519,-13.78630421,-8.000670071,-16.42055433,-2.257789694,-17.3660244,-2.25457835,0.650314018,2.15E-05,0.139828978,1.03E-06,0.000335238,7.39E-08,0.104581386,2.87E-08,0.104917773,-0.199806401,1.173584047,0.286838513,4.443537925,-1.704288045,-2.014250163,-2.4046395,-1.325578491,3.468304597,-0.001714631,1745.884549,1.190862853,0.088262805,1.737213047,-325027.2154
0.3004,0.316157895,383.15,-0.430342907,-10.24045572,-1.967010962,-13.87464783,-7.946146187,-16.61288551,-2.258119519,-17.0816934,-2.254729187,0.650286069,3.57E-05,0.139874322,9.43E-07,0.000354024,6.10E-08,0.104546898,3.82E-08,0.104901949,-0.206044544,1.062722933,0.328042313,4.427065914,-1.700904485,-2.074649994,-2.43031888,-1.336337438,3.575690675,-0.030315611,1724.956137,1.409471097,0.111008101,1.75028658,-324569.648
0.3004,0.316157895,388.15,-0.430396393,-9.736215321,-1.966558681,-13.96659502,-7.892176457,-16.80605508,-2.258554676,-16.80258935,-2.254976776,0.650251288,5.91E-05,0.139937598,8.60E-07,0.000373655,5.03E-08,0.104501414,5.04E-08,0.104875979,-0.212153786,0.952585731,0.367806333,4.411695198,-1.699063704,-2.135694138,-2.456069728,-1.347493456,3.681719894,-0.058744198,1703.244994,1.659609634,0.13853855,1.763726005,-324109.1637
0.3004,0.316157895,393.15,-0.430466024,-9.235988318,-1.965902475,-14.06244673,-7.839055647,-17.00021613,-2.259155486,-16.52829131,-2.255382035,0.650206012,9.75E-05,0.140029456,7.81E-07,0.000394041,4.14E-08,0.104438647,6.64E-08,0.104833486,-0.21813149,0.843310952,0.406090957,4.397707522,-1.698514955,-2.197383831,-2.481962791,-1.35909017,3.786657582,-0.08714728,1680.978076,1.94446878,0.171623482,1.777596997,-323643.046
0.3004,0.316157895,398.15,-0.430560852,-8.739822318,-1.964920539,-14.16278701,-7.787193046,-17.1957862,-2.260019075,-16.25832584,-2.256043186,0.650144358,0.000160082,0.140167024,7.07E-07,0.000415016,3.40E-08,0.104348494,8.69E-08,0.104764198,-0.2239664,0.735013718,0.442787393,4.385622271,-1.698949716,-2.259554182,-2.50810581,-1.371197429,3.890819889,-0.115764707,1658.362965,2.267391036,0.211113241,1.791943098,-323166.9798
0.3004,0.316157895,403.15,-0.430695359,-8.247751415,-1.963418362,-14.26864717,-7.737190765,-17.39360387,-2.261301341,-15.99211036,-2.257118053,0.650056914,0.000261847,0.140377738,6.36E-07,0.000436296,2.79E-08,0.104214777,1.13E-07,0.104651651,-0.229633442,0.62779386,0.477674861,4.376320384,-1.699949719,-2.321784387,-2.534664301,-1.383926517,3.994620894,-0.144985958,1635.579919,2.631861581,0.257941715,1.806794944,-322674.0931
0.3004,0.316157895,408.15,-0.430892634,-7.759778452,-1.961087086,-14.38175804,-7.689964631,-17.59517727,-2.263251932,-15.7288664,-2.258859587,0.649928687,0.000426551,0.140705379,5.68E-07,0.000457394,2.28E-08,0.104011695,1.48E-07,0.104469555,-0.235084851,0.521740507,0.510351698,4.371234741,-1.700905824,-2.383251051,-2.561893957,-1.397453823,4.098643257,-0.175441271,1612.769694,3.041497351,0.313128277,1.822175652,-322153.4384
0.3004,0.342421053,352.0973684,-0.481103363,-13.5425868,-1.880036755,-14.19966437,-8.443770264,-16.05708849,-2.167700207,-18.70462448,-2.165813467,0.618101026,1.31E-06,0.152584497,6.81E-07,0.000215237,1.06E-07,0.114440504,7.53E-09,0.114656627,-0.20047117,1.885727197,0.099894314,5.16647163,-1.747418578,-1.42761462,-2.36932665,-1.323012676,3.124728538,0.183364231,1836.546157,0.451059092,0.023221911,1.798446155,-331639.7455
0.3004,0.342421053,356.3078947,-0.481119693,-13.08244123,-1.87996375,-14.26523955,-8.399796926,-16.21960217,-2.167792098,-18.4274391,-2.165821467,0.618090932,2.08E-06,0.152595637,6.38E-07,0.000224913,9.03E-08,0.114429988,9.93E-09,0.11465571,-0.207442096,1.785898092,0.140602929,5.14652117,-1.732079416,-1.479944577,-2.391141621,-1.330599178,3.232316165,0.156052954,1817.827517,0.533721356,0.029320629,1.808005755,-331247.752
0.3004,0.342421053,360.5184211,-0.481137415,-12.62490328,-1.879881607,-14.33321363,-8.355193356,-16.38324746,-2.1678934,-18.1561072,-2.165833719,0.618079979,3.29E-06,0.152608172,5.96E-07,0.000235172,7.67E-08,0.114418397,1.30E-08,0.114654305,-0.214238099,1.685249717,0.180163745,5.127658011,-1.719050012,-1.531522835,-2.412915648,-1.33842245,3.337513056,0.129007059,1797.891382,0.628627169,0.036759286,1.816667833,-330857.1703
0.3004,0.342421053,364.7289474,-0.481156766,-12.17013143,-1.879787373,-14.40354576,-8.310138676,-16.54786983,-2.168006477,-17.89024604,-2.165852621,0.618068018,5.18E-06,0.152622554,5.55E-07,0.00024601,6.51E-08,0.11440546,1.70E-08,0.114652138,-0.220872939,1.584167074,0.218613289,5.109752548,-1.70809663,-1.582607777,-2.434650966,-1.346484308,3.440574589,0.102229069,1776.881062,0.737126992,0.045772484,1.82479151,-330467.8088
