CO2_loading,MEA_mol,Temp,log_x_H2O,log_x_CO2,log_x_MEA,log_x_OH-,log_x_HCO3-,log_x_CO32-,log_x_MEACOO-,log_x_H3O+,log_x_MEAH+,x_H2O,x_CO2,x_MEA,x_OH-,x_HCO3-,x_CO32-,x_MEACOO-,x_H3O+,x_MEAH+,gamma_H2O,gamma_CO2,gamma_MEA,gamma_OH-,gamma_HCO3-,gamma_CO32-,gamma_MEACOO-,gamma_H3O+,gamma_MEAH+,G_ex,Henry_mix_CO2,fugacity_pure_solvent_H2O,fugacity_pure_solvent_MEA,log_gamma_mix_CO2,liq_enthalpy
0.001,0.027263158,403.15,-0.031472708,-16.22405141,-3.750914403,-5.595123502,-12.84473845,-17.39843288,-10.61658539,-21.33370837,-5.587830024,0.969017403,8.99E-08,0.023496251,0.00371594,2.64E-06,2.78E-08,2.45E-05,5.43E-10,0.003743142,-0.003137436,0.028659356,-0.216221297,0.21469925,-0.655933988,-1.868584799,-0.724304405,-0.554231038,0.332038128,-0.063173707,4248.136569,2.631861581,0.257941715,0.253177439,-277014.7377
0.001,0.027263158,408.15,-0.031423361,-15.88725285,-3.748858732,-5.608142722,-12.76679222,-17.51472572,-10.62671472,-21.1738392,-5.60076462,0.969065222,1.26E-07,0.023544601,0.003667875,2.85E-06,2.47E-08,2.43E-05,6.37E-10,0.003695037,-0.003091377,0.005710211,-0.194294336,0.203544221,-0.661658126,-1.895357692,-0.728428742,-0.558405814,0.342205811,-0.061365992,4639.63736,3.041497351,0.313128277,0.249462156,-276579.9337
0.001,0.053526316,293.15,-0.057702104,-25.43995135,-2.97821855,-5.975953367,-14.84560415,-15.07715449,-9.847314983,-27.14114964,-5.954981186,0.943931099,8.94E-12,0.050883399,0.00253908,3.57E-07,2.83E-07,5.29E-05,1.63E-12,0.002592893,-0.006910768,0.477085569,-1.174077799,1.023709842,-1.176605758,-1.195665306,-0.816888937,-0.528017132,0.363627941,-0.11866131,507.660032,0.023394995,0.00034299,0.169473922,-285465.6906
0.001,0.053526316,297.3605263,-0.057825761,-25.06998972,-2.980514427,-5.931013363,-14.78825764,-15.12661485,-9.847455054,-26.83540286,-5.910958672,0.943814382,1.29E-11,0.050766711,0.002655789,3.78E-07,2.70E-07,5.29E-05,2.22E-12,0.002709588,-0.00691963,0.457730659,-1.114074093,1.008480556,-1.123017592,-1.240004158,-0.823687692,-0.534559579,0.382829599,-0.11658983,555.3306493,0.030239075,0.000498365,0.17816638,-285130.4746
0.001,0.053526316,301.5710526,-0.057941075,-24.70350567,-2.982659723,-5.890856684,-14.72413758,-15.18119565,-9.847657856,-26.54031343,-5.871588892,0.943705553,1.87E-11,0.050657918,0.002764607,4.03E-07,2.55E-07,5.29E-05,2.98E-12,0.002818392,-0.006927311,0.438353035,-1.056811032,0.994771916,-1.078271715,-1.280578438,-0.830179595,-0.540810456,0.402044876,-0.114504976,606.6686041,0.038765978,0.000714541,0.18589064,-284795.1047
0.001,0.053526316,305.7815789,-0.058047701,-24.34021317,-2.984647075,-5.855113188,-14.65497962,-15.2403149,-9.847926859,-26.25529918,-5.836520703,0.943604935,2.69E-11,0.050557343,0.002865211,4.32E-07,2.41E-07,5.29E-05,3.96E-12,0.002918981,-0.006932577,0.418815951,-1.002172015,0.982275412,-1.040576557,-1.317981387,-0.836383835,-0.546789359,0.421265581,-0.112401915,661.9114881,0.049308997,0.001011562,0.192740396,-284459.43
0.001,0.053526316,309.9921053,-0.058145389,-23.9798673,-2.986470892,-5.823455831,-14.58209819,-15.30347412,-9.848266403,-25.97982682,-5.805442422,0.943512761,3.85E-11,0.05046522,0.002957367,4.65E-07,2.26E-07,5.28E-05,5.21E-12,0.003011122,-0.006934292,0.399002886,-0.95004699,0.970737104,-1.008563778,-1.352707263,-0.842318038,-0.552514115,0.440486275,-0.11027727,721.2956101,0.062250436,0.00141482,0.198790768,-284123.3081
0.001,0.053526316,314.2026316,-0.058233974,-23.62225858,-2.988127243,-5.795594285,-14.50649459,-15.37024365,-9.848681285,-25.71340626,-5.778076239,0.943429184,5.51E-11,0.050381701,0.003040923,5.01E-07,2.11E-07,5.28E-05,6.80E-12,0.003094663,-0.006931431,0.378815653,-0.900331806,0.959948283,-0.981179881,-1.385169017,-0.847998402,-0.558000941,0.459703615,-0.108128947,785.0560775,0.078025887,0.001956122,0.204102754,-283786.6051
0.001,0.053526316,318.4131579,-0.058313371,-23.26720839,-2.989613722,-5.7712697,-14.42893595,-15.4402512,-9.849176526,-25.45558593,-5.754173567,0.943354282,7.86E-11,0.050306865,0.003115799,5.41E-07,1.97E-07,5.28E-05,8.81E-12,0.003169525,-0.006923083,0.358172553,-0.852927637,0.949737881,-0.957607213,-1.415712433,-0.853439826,-0.563264579,0.478915853,-0.105955981,853.4270233,0.097128499,0.002674885,0.208726628,-283449.1935
0.001,0.053526316,322.6236842,-0.058383565,-22.91456484,-2.99092933,-5.750250364,-14.35001321,-15.51317257,-9.849757278,-25.20594872,-5.733511162,0.943288066,1.12E-10,0.050240725,0.003181984,5.86E-07,1.83E-07,5.28E-05,1.13E-11,0.003235696,-0.00690845,0.337006583,-0.807740483,0.939966275,-0.937205978,-1.444627509,-0.85865602,-0.568318432,0.49812245,-0.103758373,926.6419395,0.120113163,0.003619469,0.212704504,-283110.9521
0.001,0.053526316,326.8342105,-0.058444606,-22.5641994,-2.99207435,-5.732328093,-14.27018401,-15.58872437,-9.850428784,-24.96410846,-5.715887853,0.943230488,1.59E-10,0.050183231,0.003239527,6.35E-07,1.70E-07,5.27E-05,1.44E-11,0.003293225,-0.006886851,0.315263768,-0.764680733,0.930520197,-0.91947141,-1.472157633,-0.863659604,-0.573174674,0.517323782,-0.101536953,1004.934103,0.147600577,0.004848631,0.216072279,-282771.7646
0.001,0.053526316,331.0447368,-0.058496601,-22.21600385,-2.993050217,-5.717315209,-14.18980456,-15.66665801,-9.851196386,-24.72970687,-5.701121797,0.943181446,2.25E-10,0.050134283,0.003288528,6.88E-07,1.57E-07,5.27E-05,1.82E-11,0.003342214,-0.006857719,0.292901602,-0.723662787,0.921308538,-0.904001932,-1.498507044,-0.868462203,-0.577844356,0.536520917,-0.099293236,1088.53709,0.180281133,0.006433112,0.218861094,-282431.5191
0.001,0.053526316,335.2552632,-0.058539707,-21.86988771,-2.993859405,-5.705041977,-14.10915358,-15.74675494,-9.852065559,-24.50241093,-5.689048127,0.943140791,3.18E-10,0.050093731,0.003329138,7.46E-07,1.45E-07,5.26E-05,2.28E-11,0.003382811,-0.006820595,0.26988764,-0.68460472,0.912258857,-0.890475341,-1.523846905,-0.87307452,-0.582337496,0.55571545,-0.097029309,1177.685387,0.218918576,0.008457324,0.221098453,-282090.1079
0.001,0.053526316,339.4657895,-0.058574124,-21.52577603,-2.994505301,-5.695354441,-14.02845027,-15.82882264,-9.853041953,-24.28191058,-5.679516954,0.943108331,4.48E-10,0.050061386,0.003361545,8.08E-07,1.34E-07,5.26E-05,2.85E-11,0.003415208,-0.006775123,0.246198221,-0.647427991,0.903314473,-0.87863088,-1.548320298,-0.877506409,-0.586663165,0.574909377,-0.094747712,1272.615088,0.264353381,0.011021163,0.222809058,-281747.4263
0.001,0.053526316,343.6763158,-0.058600091,-21.18360744,-2.994992104,-5.68811257,-13.94786794,-15.91269141,-9.854131455,-24.0679166,-5.672391646,0.943083842,6.31E-10,0.050037022,0.003385978,8.76E-07,1.23E-07,5.25E-05,3.53E-11,0.003439629,-0.006721049,0.221817332,-0.612057192,0.89443202,-0.868255665,-1.572046342,-0.881766939,-0.590829562,0.594105004,-0.092451344,1373.564692,0.317505805,0.014241899,0.224015459,-281403.3724
0.001,0.053526316,347.8868421,-0.05861788,-20.84333247,-2.995324704,-5.683188658,-13.86754443,-15.99821168,-9.855340246,-23.86015882,-5.667547341,0.943067065,8.87E-10,0.050020383,0.003402691,9.49E-07,1.13E-07,5.25E-05,4.34E-11,0.003456332,-0.006658208,0.196735598,-0.57841982,0.885579385,-0.859174344,-1.595123613,-0.88586445,-0.594844079,0.613304877,-0.090143374,1480.776002,0.379378563,0.018256149,0.224738548,-281057.8469
0.001,0.053526316,352.0973684,-0.058627792,-20.50491214,-2.995508595,-5.680465951,-13.78759007,-16.08525175,-9.856674883,-23.65838453,-5.66486965,0.943057718,1.24E-09,0.050011185,0.003411968,1.03E-06,1.03E-07,5.24E-05,5.31E-11,0.003465599,-0.006586522,0.1709494,-0.546446083,0.876733958,-0.851241168,-1.617633006,-0.889806604,-0.598713366,0.632511739,-0.087827163,1594.495106,0.451059092,0.023221911,0.224997938,-280710.7525
0.001,0.053526316,356.3078947,-0.058630148,-20.16831673,-2.995549768,-5.679837443,-13.70809388,-16.17369595,-9.858142377,-23.46235697,-5.664253535,0.943055496,1.74E-09,0.050009126,0.003414113,1.11E-06,9.46E-08,5.23E-05,6.46E-11,0.003467735,-0.006505993,0.144460094,-0.516068727,0.867881138,-0.844333884,-1.639640141,-0.893600434,-0.602443387,0.651728487,-0.085506197,1714.973462,0.533721356,0.029320629,0.224812267,-280361.9936
0.001,0.053526316,360.5184211,-0.05862529,-19.83352473,-2.995454628,-5.681204831,-13.62912836,-16.26344303,-9.859750294,-23.27185402,-5.665602313,0.943060077,2.43E-09,0.050013884,0.003409448,1.20E-06,8.65E-08,5.22E-05,7.82E-11,0.003463061,-0.006416692,0.11727334,-0.487222884,0.859013055,-0.838348985,-1.661197408,-0.897252385,-0.606039472,0.670958157,-0.083184034,1842.46905,0.628627169,0.036759286,0.224199432,-280011.4759
0.001,0.053526316,364.7289474,-0.058613574,-19.50052197,-2.995229912,-5.684477595,-13.55075331,-16.35440482,-9.861506881,-23.08666708,-5.668826789,0.943071126,3.40E-09,0.050025124,0.003398308,1.30E-06,7.90E-08,5.21E-05,9.41E-11,0.003451913,-0.006318759,0.089398505,-0.45984594,0.85012747,-0.833198015,-1.682345714,-0.900768351,-0.609506366,0.690203897,-0.080864247,1977.247606,0.737126992,0.045772484,0.223176777,-279659.1064
0.001,0.053526316,368.9394737,-0.058595369,-19.1693009,-2.994882609,-5.689572182,-13.47301881,-16.44650519,-9.863421215,-22.90659991,-5.67384448,0.943088295,4.73E-09,0.050042501,0.003381039,1.41E-06,7.20E-08,5.20E-05,1.13E-10,0.003434635,-0.006212388,0.060848161,-0.433877414,0.841226823,-0.828804654,-1.703115983,-0.904153719,-0.61284827,0.709468965,-0.078550392,2119.583895,0.860660202,0.056624498,0.221761244,-279304.7929
0.001,0.053526316,373.15,-0.058571049,-18.83986004,-2.994419892,-5.696411294,-13.39596769,-16.53967908,-9.865503409,-22.73146774,-5.680578935,0.943111231,6.58E-09,0.050065662,0.003357995,1.52E-06,6.56E-08,5.19E-05,1.34E-10,0.003411583,-0.006097827,0.031637631,-0.409258855,0.832317408,-0.825102423,-1.723530461,-0.907413394,-0.61606889,0.728756711,-0.076245964,2269.763001,1.000754793,0.069611275,0.219969493,-278948.4436
0.001,0.053526316,378.15,-0.058534753,-18.4509673,-2.993730585,-5.706699982,-13.30540876,-16.65164259,-9.868209872,-22.52966817,-5.690708183,0.943145463,9.70E-09,0.050100185,0.003323622,1.67E-06,5.87E-08,5.18E-05,1.64E-10,0.0033772,-0.005951557,-0.003882784,-0.381699824,0.821739273,-0.821523434,-1.747330409,-0.911127133,-0.619740297,0.75169512,-0.073526401,2458.697335,1.190862853,0.088262805,0.217375877,-278522.5089
0.001,0.053526316,383.15,-0.058491013,-18.06460789,-2.992901132,-5.719236982,-13.21592336,-16.76496967,-9.871191367,-22.33430838,-5.703048323,0.943186717,1.43E-08,0.050141758,0.003282214,1.82E-06,5.24E-08,5.16E-05,2.00E-10,0.003335781,-0.005794714,-0.040275803,-0.355873608,0.811182498,-0.818750792,-1.770661884,-0.914676603,-0.623249892,0.774676287,-0.070830448,2659.630206,1.409471097,0.111008101,0.214302373,-278093.4223
0.001,0.053526316,388.15,-0.05844047,-17.68080934,-2.991943849,-5.733920242,-13.12756527,-16.87960555,-9.874474454,-22.14513193,-5.717497851,0.94323439,2.10E-08,0.05018978,0.003234373,1.99E-06,4.67E-08,5.15E-05,2.41E-10,0.003287928,-0.005627926,-0.077504752,-0.331692482,0.80067112,-0.816708702,-1.79352678,-0.918067742,-0.626601578,0.797706289,-0.068163357,2873.10823,1.659609634,0.13853855,0.210776322,-277661.0309
0.001,0.053526316,393.15,-0.05838376,-17.29961036,-2.990870942,-5.750655497,-13.04038868,-16.99551417,-9.878091659,-21.96189843,-5.733962864,0.943287882,3.07E-08,0.050243658,0.003180695,2.17E-06,4.16E-08,5.13E-05,2.90E-10,0.003234235,-0.005451873,-0.115530173,-0.309072101,0.790231829,-0.81532956,-1.815917886,-0.921305777,-0.629798578,0.820791351,-0.065530092,3099.703868,1.94446878,0.171623482,0.206825103,-277225.1809
0.001,0.053526316,398.15,-0.058321509,-16.92106217,-2.989694408,-5.769355345,-12.95445194,-17.11267892,-9.88208371,-21.78438221,-5.752356201,0.943346604,4.48E-08,0.050302807,0.003121769,2.37E-06,3.70E-08,5.11E-05,3.46E-10,0.00317529,-0.005267273,-0.154310333,-0.287931369,0.779893048,-0.814552287,-1.837820482,-0.924395267,-0.632843498,0.843937835,-0.062935306,3340.009979,2.267391036,0.211113241,0.202476203,-276785.7172
0.001,0.053526316,403.15,-0.058254331,-16.54523082,-2.988425948,-5.789938408,-12.86982186,-17.23110436,-9.886502671,-21.61237101,-5.772596711,0.943409979,6.52E-08,0.050366654,0.003058171,2.57E-06,3.29E-08,5.09E-05,4.11E-10,0.003111667,-0.005074878,-0.193801663,-0.268192336,0.769684155,-0.814321015,-1.859213752,-0.927340145,-0.635738401,0.867152232,-0.060383328,3594.62471,2.631861581,0.257941715,0.19775726,-276342.4826
0.001,0.053526316,408.15,-0.058182822,-16.17220092,-2.987076895,-5.812328592,-12.78657899,-17.35081933,-9.891416338,-21.4456649,-5.794608625,0.943477443,9.47E-08,0.050434647,0.002990458,2.80E-06,2.91E-08,5.06E-05,4.86E-10,0.003043922,-0.004875458,-0.233959141,-0.249780104,0.759634827,-0.81458404,-1.880072025,-0.930143739,-0.638484858,0.890441149,-0.057878166,3864.115977,3.041497351,0.313128277,0.192696081,-275895.3168
0.001,0.079789474,293.15,-0.085382169,-26.2323473,-2.556259003,-6.193747639,-14.75938294,-15.06372002,-9.44454866,-27.48471817,-6.155282215,0.918161324,4.05E-12,0.077594479,0.002042159,3.89E-07,2.87E-07,7.91E-05,1.16E-12,0.002122242,-0.012614189,0.599205776,-1.123892126,1.662344863,-1.512261964,-1.037694024,-0.996945035,-0.605289349,0.615233441,-0.138886494,596.1669599,0.023394995,0.00034299,0.130885361,-285024.4532
0.001,0.079789474,297.3605263,-0.085478594,-25.83406328,-2.557400401,-6.151310331,-14.72584056,-15.10950818,-9.44455409,-27.17026906,-6.114419818,0.918072795,6.03E-12,0.077505963,0.002130688,4.02E-07,2.74E-07,7.91E-05,1.59E-12,0.002210758,-0.012395805,0.565420329,-1.068648249,1.640248076,-1.430348007,-1.090553625,-1.002962124,-0.611163939,0.643360064,-0.135016806,644.1389191,0.030239075,0.000498365,0.137505334,-284680.5808
0.001,0.079789474,301.5710526,-0.085566425,-25.4400661,-2.558440976,-6.114167805,-14.68115667,-15.16155927,-9.44461078,-26.86685548,-6.0786048,0.917992163,8.94E-12,0.077425354,0.002211315,4.21E-07,2.60E-07,7.91E-05,2.15E-12,0.002291371,-0.012177177,0.532102959,-1.016083244,1.620528291,-1.361617883,-1.138134815,-1.008645393,-0.616713654,0.671562067,-0.131211156,695.3515588,0.038765978,0.000714541,0.143205691,-284336.5978
0.001,0.079789474,305.7815789,-0.085645462,-25.04991634,-2.559378073,-6.081888581,-14.62798118,-15.21912748,-9.444717278,-26.57384708,-6.04744212,0.917919611,1.32E-11,0.077352833,0.002283859,4.44E-07,2.46E-07,7.91E-05,2.88E-12,0.002363901,-0.01195689,0.499011797,-0.966076392,1.602769911,-1.303363214,-1.181237915,-1.014017008,-0.621960568,0.699832517,-0.127463827,749.9374064,0.049308997,0.001011562,0.148078341,-283992.3344
0.001,0.079789474,309.9921053,-0.085715601,-24.6632462,-2.560210183,-6.05409514,-14.56832797,-15.28158082,-9.444874137,-26.29067049,-6.020583365,0.917855232,1.94E-11,0.077288494,0.002348226,4.71E-07,2.31E-07,7.91E-05,3.82E-12,0.002428253,-0.011733685,0.465946481,-0.91851343,1.586630596,-1.253515119,-1.220527498,-1.019097159,-0.626924629,0.728167304,-0.123770528,808.0179008,0.062250436,0.00141482,0.152199204,-283647.6317
0.001,0.079789474,314.2026316,-0.085776821,-24.27974813,-2.560936835,-6.030455361,-14.50373773,-15.34838058,-9.445083048,-26.0168024,-5.997719838,0.917799042,2.85E-11,0.077232353,0.002404399,5.02E-07,2.16E-07,7.91E-05,5.02E-12,0.002484411,-0.01150646,0.432742263,-0.873285936,1.571828415,-1.210480622,-1.256556916,-1.023904246,-0.631623852,0.756564436,-0.120128205,869.7038009,0.078025887,0.001956122,0.15563182,-283302.3405
0.001,0.079789474,318.4131579,-0.085829179,-23.89916559,-2.561558484,-6.010675553,-14.43539692,-15.41906508,-9.445346341,-25.75176369,-5.978576813,0.917750989,4.18E-11,0.077184356,0.002452431,5.38E-07,2.01E-07,7.91E-05,6.55E-12,0.002532428,-0.011274277,0.39926496,-0.830290801,1.558131419,-1.173023355,-1.289787966,-1.028455044,-0.636074504,0.785023487,-0.116534866,935.0957433,0.097128499,0.002674885,0.158430148,-282956.3199
0.001,0.079789474,322.6236842,-0.085872798,-23.52128529,-2.562076409,-5.99449474,-14.36422514,-15.49323677,-9.445666715,-25.49511438,-5.962908752,0.917710959,6.09E-11,0.077144391,0.002492436,5.78E-07,1.87E-07,7.90E-05,8.46E-12,0.002572419,-0.011036354,0.365406605,-0.789429766,1.545349152,-1.140175973,-1.320606733,-1.032764867,-0.640291275,0.813545178,-0.112989414,1004.284917,0.120113163,0.003619469,0.160640717,-282609.4368
0.001,0.079789474,326.8342105,-0.085907859,-23.1459308,-2.562492619,-5.981679961,-14.29093983,-15.57055183,-9.44604709,-25.24644932,-5.950495298,0.917678783,8.87E-11,0.077112289,0.002524582,6.22E-07,1.73E-07,7.90E-05,1.09E-11,0.00260455,-0.010792068,0.331081694,-0.750609018,1.533325685,-1.11117544,-1.3493364,-1.036847703,-0.644287427,0.842131054,-0.109491498,1077.353845,0.147600577,0.004848631,0.162304285,-282261.5643
0.001,0.079789474,331.0447368,-0.085934595,-22.77295711,-2.562809754,-5.97202236,-14.2161043,-15.65071189,-9.446490541,-25.0053945,-5.941137917,0.917654249,1.29E-10,0.077087838,0.002549081,6.70E-07,1.60E-07,7.90E-05,1.38E-11,0.002629036,-0.010540947,0.296223953,-0.713738842,1.521933894,-1.085414897,-1.376247666,-1.040716346,-0.648074931,0.870783241,-0.10604138,1154.377254,0.180281133,0.006433112,0.163457097,-281912.5812
0.001,0.079789474,335.2552632,-0.08595328,-22.40224603,-2.563031,-5.965333928,-14.14016377,-15.73345718,-9.447000263,-24.77160375,-5.93465705,0.917637102,1.87E-10,0.077070784,0.002566188,7.23E-07,1.47E-07,7.89E-05,1.75E-11,0.00264613,-0.010282658,0.260783545,-0.678733318,1.511070723,-1.062407653,-1.401567253,-1.044382508,-0.651664597,0.899504265,-0.10263981,1235.423056,0.218918576,0.008457324,0.164131867,-281562.3718
0.001,0.079789474,339.4657895,-0.085964227,-22.03370229,-2.563160007,-5.961444766,-14.06347244,-15.81856096,-9.447579576,-24.54475602,-5.930889709,0.917627057,2.70E-10,0.077060843,0.002576187,7.80E-07,1.35E-07,7.89E-05,2.19E-11,0.002656118,-0.010017006,0.224724659,-0.645510054,1.500653249,-1.041760075,-1.425484893,-1.04785692,-0.655066177,0.928296914,-0.099287917,1320.553396,0.264353381,0.011021163,0.164358515,-281210.8242
0.001,0.079789474,343.6763158,-0.085967778,-21.66725022,-2.563200805,-5.960200775,-13.98631406,-15.90582499,-9.448231943,-24.32455286,-5.929687417,0.917623798,3.89E-10,0.077057699,0.002579394,8.43E-07,1.24E-07,7.88E-05,2.73E-11,0.002659313,-0.009743916,0.188023435,-0.61398996,1.490615397,-1.023151059,-1.448159095,-1.051149425,-0.658288468,0.957164134,-0.095987117,1409.825791,0.317505805,0.014241899,0.164164744,-280857.831
0.001,0.079789474,347.8868421,-0.085964299,-21.3028309,-2.563157741,-5.961461686,-13.90891747,-15.99507568,-9.448960992,-24.11071627,-5.930914453,0.917626991,5.60E-10,0.077061017,0.002576144,9.11E-07,1.13E-07,7.88E-05,3.38E-11,0.002656052,-0.00946343,0.150666173,-0.584097047,1.480905181,-1.006316393,-1.469721936,-1.054269059,-0.661339403,0.986108958,-0.092739026,1503.294333,0.379378563,0.018256149,0.163576477,-280503.2877
0.001,0.079789474,352.0973684,-0.085954174,-20.94039973,-2.563035404,-5.965099384,-13.83146867,-16.08616092,-9.449770557,-23.90298676,-5.934446332,0.917636282,8.05E-10,0.077070445,0.002566789,9.84E-07,1.03E-07,7.87E-05,4.16E-11,0.002646688,-0.009175689,0.11264779,-0.555758256,1.471482385,-0.991036781,-1.49028306,-1.057224123,-0.664226131,1.015134445,-0.089545388,1601.010938,0.451059092,0.023221911,0.1626182,-280147.0932
0.001,0.079789474,356.3078947,-0.085937804,-20.57992434,-2.562838566,-5.970996467,-13.75411994,-16.17894742,-9.450664723,-23.7011217,-5.940168497,0.917651303,1.15E-09,0.077085617,0.002551697,1.06E-06,9.41E-08,7.86E-05,5.09E-11,0.002631586,-0.008880929,0.07397049,-0.528903303,1.462316594,-0.977128606,-1.509933037,-1.060022252,-0.66695509,1.044243643,-0.086408015,1703.026641,0.533721356,0.029320629,0.161313224,-279789.1486
0.001,0.079789474,360.5184211,-0.085915598,-20.22138282,-2.562572129,-5.979045002,-13.67699707,-16.27331844,-9.451647881,-23.50489373,-5.947975181,0.917671681,1.65E-09,0.077106158,0.002531242,1.15E-06,8.56E-08,7.86E-05,6.19E-11,0.002611122,-0.008579469,0.034642616,-0.503464551,1.453385534,-0.964436787,-1.5287462,-1.062670476,-0.669532074,1.073439549,-0.083328733,1809.392896,0.628627169,0.036759286,0.159683884,-279429.3574
0.001,0.079789474,364.7289474,-0.08588797,-19.86476218,-2.562241068,-5.989145444,-13.60020486,-16.36917188,-9.452724804,-23.31408947,-5.957768418,0.917697035,2.36E-09,0.077131689,0.002505804,1.24E-06,7.78E-08,7.85E-05,7.50E-11,0.002585676,-0.008271695,-0.005322338,-0.479376893,1.444673643,-0.952829201,-1.546783061,-1.065175268,-0.671962298,1.102725094,-0.080309336,1920.162884,0.737126992,0.045772484,0.157751697,-279067.625
0.001,0.079789474,368.9394737,-0.085855338,-19.51005707,-2.56185039,-6.001205705,-13.52383154,-16.46641867,-9.453900739,-23.12850825,-5.969457173,0.917726982,3.36E-09,0.077161829,0.002475765,1.34E-06,7.06E-08,7.84E-05,9.02E-11,0.002555628,-0.007958059,-0.045906583,-0.456577649,1.436170868,-0.942192317,-1.56409237,-1.067542605,-0.674250451,1.132103119,-0.077351553,2035.39278,0.860660202,0.056624498,0.155537481,-278703.8583
0.001,0.079789474,373.15,-0.085818117,-19.15726874,-2.561405089,-6.015140325,-13.44795226,-16.56498139,-9.455181535,-22.94796106,-5.982956585,0.917761141,4.79E-09,0.077196197,0.002441506,1.44E-06,6.40E-08,7.83E-05,1.08E-10,0.002521361,-0.007639061,-0.087088775,-0.435006478,1.427871623,-0.932427762,-1.580712889,-1.069778004,-0.67640075,1.161576356,-0.074457016,2155.142962,1.000754793,0.069611275,0.153061446,-278337.9652
0.001,0.079789474,378.15,-0.085768525,-18.74083203,-2.560812168,-6.034012735,-13.35857631,-16.68364205,-9.456847878,-22.73985409,-6.001229687,0.917806656,7.26E-09,0.077241981,0.002395861,1.58E-06,5.68E-08,7.82E-05,1.33E-10,0.002475706,-0.007254041,-0.136735617,-0.410905758,1.418278041,-0.921847436,-1.59959648,-1.072268196,-0.678780394,1.196703093,-0.071103975,2303.308359,1.190862853,0.088262805,0.149808208,-277900.5801
0.001,0.079789474,383.15,-0.08571372,-18.32712899,-2.560157317,-6.055292752,-13.2700826,-16.80396985,-9.458684463,-22.53831384,-6.021820479,0.917856958,1.10E-08,0.07729258,0.002345415,1.73E-06,5.04E-08,7.80E-05,1.63E-10,0.00242525,-0.0068632,-0.187146456,-0.388361749,1.408970471,-0.912251098,-1.617589046,-1.074587378,-0.680976641,1.231971914,-0.067844519,2458.062156,1.409471097,0.111008101,0.146245515,-277459.9171
0.001,0.079789474,388.15,-0.08565436,-17.91618928,-2.559448432,-6.078865964,-13.18255436,-16.92588762,-9.46070708,-22.34307688,-6.044613599,0.917911443,1.66E-08,0.077347391,0.002290773,1.88E-06,4.46E-08,7.79E-05,1.98E-10,0.002370597,-0.006467558,-0.238272833,-0.367285389,1.399954717,-0.90352975,-1.634716976,-1.076742748,-0.682994502,1.267386672,-0.064680615,2619.538581,1.659609634,0.13853855,0.142404503,-277015.8257
0.001,0.079789474,393.15,-0.085591083,-17.50805111,-2.558693125,-6.104626039,-13.09606769,-17.0493347,-9.462935462,-22.15389565,-6.069501255,0.917969528,2.49E-08,0.077405834,0.002232516,2.05E-06,3.94E-08,7.77E-05,2.39E-10,0.002312326,-0.006068166,-0.29006366,-0.347591683,1.391239436,-0.895587707,-1.650997458,-1.078740903,-0.684838423,1.302950911,-0.061613908,2787.883624,1.94446878,0.171623482,0.138315446,-276568.1551
0.001,0.079789474,398.15,-0.085524501,-17.10276154,-2.557898672,-6.132473737,-13.01069545,-17.17426669,-9.465394961,-21.97053701,-6.096382361,0.91803065,3.74E-08,0.077467354,0.002171203,2.24E-06,3.48E-08,7.75E-05,2.87E-10,0.002250996,-0.00566609,-0.342466023,-0.329199588,1.382835105,-0.888340174,-1.666440445,-1.080587901,-0.68651236,1.338667848,-0.058645709,2963.249683,2.267391036,0.211113241,0.134007775,-276116.7536
