,Acc. Surface Area [m^2/g],Void Fraction,PLD,LCD,Density,Channel Volume,H_ads [kJ/mol]
4128,1945.91,0.580468,4.41271,6.78067,0.940496,511.004,-3403.039794921875
4129,5142.89,0.880777,14.50975,17.54583,0.317834,3287.35,-2296.6083984375
4130,853.564,0.412675,4.1829,6.02432,1.42866,138.595,-3442.8408203125
4131,387.507,0.175008,3.93483,4.45499,1.36296,20.082,-3306.241455078125
4132,1974.27,0.593302,6.37739,7.16526,0.905685,242.632,-3450.686279296875
4133,1192.65,0.453802,4.28599,7.10696,1.28825,208.296,-3398.44287109375
4134,2114.92,0.56371,4.92192,7.09181,0.914192,299.11,-3094.9404296875
4135,870.83,0.295788,4.26756,5.64253,1.14385,52.5396,-3090.427490234375
4136,2449.69,0.703422,9.61145,10.03298,0.713584,710.263,-3116.126708984375
4137,3155.55,0.601138,5.2593,6.97646,0.689254,334.874,-2848.243896484375
4138,303.369,0.195135,3.53517,4.63573,1.79978,11.0827,-3484.31396484375
4139,1355.74,0.551362,20.19678,20.49604,0.693698,1057.62,-2206.37060546875
4140,1512.29,0.552227,5.27034,6.7804,1.09344,95.6542,-3768.654541015625
4141,88.059,0.136112,3.35867,3.72865,1.53351,0.520206,-3149.61279296875
4142,1192.78,0.419239,4.39257,5.23366,1.11671,101.455,-3514.4658203125
4143,654.179,0.314667,4.24486,4.7469,1.25048,40.0003,-3390.9287109375
4144,266.452,0.121307,4.01779,5.23714,1.71693,50.9381,-2987.655517578125
4145,3309.91,0.65725,5.53736,6.59033,0.744957,456.72,-2916.339111328125
4146,1349.16,0.514688,6.78496,7.80191,1.08998,190.075,-3199.283447265625
4147,598.813,0.220076,3.5349,5.19176,1.23991,56.4432,-3168.32177734375
4148,1537.27,0.553578,6.29825,7.88438,1.27893,674.917,-2838.1240234375
4149,2582.45,0.647139,8.71783,9.70127,0.684133,1093.57,-3045.62939453125
4150,3260.41,0.697679,7.44191,9.43108,0.727311,377.13,-3023.449951171875
4151,257.165,0.10918,3.95266,4.5106,1.47243,16.7842,-3221.518310546875
4152,1083.68,0.356849,4.72631,5.65859,1.10323,73.0723,-3133.972412109375
4153,4431.01,0.811645,9.55442,12.77816,0.467956,1280.37,-2720.932373046875
4154,3278.19,0.686234,7.48202,11.12946,0.657184,1445.53,-2730.309326171875
4155,359.532,0.142485,5.29118,6.2044,1.58408,46.8309,-1897.968017578125
4156,225.736,0.117872,3.89817,4.49292,1.48874,15.0328,-3179.61181640625
4157,2361.35,0.633672,9.13901,9.71625,0.762356,387.695,-2957.960693359375
4158,198.611,0.155407,5.29237,6.10098,1.69093,49.9801,-3114.570556640625
4159,1099.17,0.44996,3.57851,6.36137,1.11381,96.0442,-3204.72021484375
4160,4365.99,0.813759,11.37295,14.27479,0.447057,2459.72,-2368.157470703125
4161,1367.6,0.464222,4.46992,6.45884,1.04199,570.382,-3561.234375
4162,2144.57,0.59831,8.92295,9.29743,0.776477,303.991,-3296.0185546875
4163,1186.72,0.426537,3.78166,4.20974,1.14303,90.97,-3297.782958984375
4164,1506.4,0.470347,3.75571,5.9672,1.00782,187.724,-3213.214599609375
4165,416.62,0.144286,5.64567,6.22581,1.31249,46.6144,-2180.188720703125
4166,4329.46,0.720521,8.4097,12.82088,0.501197,1744.7,-2441.7939453125
4167,4168.12,0.797767,11.92604,14.67199,0.487667,6672.51,-2554.410400390625
4168,1524.88,0.554997,7.41043,7.894,0.953292,202.455,-3424.376220703125
4169,3150.55,0.689762,7.45832,9.58723,0.680761,632.088,-2940.1015625
4170,2952.4,0.62101,5.05781,7.09101,0.719931,614.451,-3330.641845703125
4171,2229.2,0.625112,4.74509,6.86482,0.864283,500.333,-3467.93896484375
4172,354.146,0.194762,3.69957,4.64648,1.21623,46.891,-3760.951171875
4173,5125.15,0.854705,11.85021,17.13466,0.334841,3666.46,-2171.453857421875
4174,1247.55,0.522639,10.933,11.30772,0.975801,25.8003,-3011.046630859375
4175,1547.04,0.488356,8.84757,9.35421,0.874798,217.909,-3037.419189453125
4176,3835.08,0.763295,7.62715,10.53592,0.611567,2116.94,-2823.05615234375
4177,2559.68,0.704212,10.44335,10.65825,0.674252,610.34,-2942.208984375
4178,4163.76,0.770488,7.77682,10.82481,0.556562,706.183,-2807.98486328125
4179,413.127,0.239052,3.542,4.89887,1.46977,21.8533,-3762.744384765625
4180,547.947,0.330446,3.30291,4.43432,1.4949,38.0454,-3300.019287109375
4181,5208.7,0.812743,10.49506,13.40584,0.399541,2393.02,-2293.93896484375
4182,920.891,0.346391,3.44144,4.99188,1.14865,68.5347,-3394.81005859375
4183,3340.39,0.637974,5.37288,6.95376,0.745862,501.748,-2915.5234375
4184,571.038,0.232372,5.5774,7.50482,1.27543,111.628,-3198.277587890625
4185,2601.36,0.700419,8.37962,12.9149,0.81509,1740.67,-2795.3759765625
4186,4653.27,0.817582,9.9155,13.38045,0.435168,2795.01,-2490.314453125
4187,964.52,0.408407,5.98338,8.14573,1.40928,150.785,-3107.20703125
4188,2914.93,0.741094,8.55697,11.52758,0.704038,1144.49,-2631.4384765625
4189,369.976,0.187188,4.71582,5.63204,1.38014,29.0665,-3236.913818359375
4190,606.694,0.272135,3.60944,5.30344,1.25797,42.949,-2851.382568359375
4191,3527.8,0.763744,8.74656,12.19602,0.582316,1277.74,-2625.695068359375
4192,4879.76,0.786213,7.49214,8.8883,0.525603,1542.67,-2854.164306640625
4193,651.779,0.321329,3.77328,5.559,1.12138,41.245,-4212.65966796875
4194,1214.28,0.497746,4.20603,6.87343,1.21605,312.748,-3488.44482421875
4195,967.553,0.394775,3.57517,4.88751,1.34317,47.0813,-3219.789794921875
4196,1202.44,0.544734,4.12268,5.44825,1.23819,39.3652,-3734.267578125
4197,5066.97,0.826735,9.51978,11.5897,0.412829,1437.93,-2520.021240234375
4198,647.507,0.248235,5.39424,6.64344,1.22047,193.02,-3449.692626953125
4199,1924.06,0.578883,5.95359,8.33351,0.910027,733.529,-3261.427978515625
4200,126.887,0.116814,3.41865,5.28956,1.75558,16.683,-2586.779296875
4201,631.301,0.307736,5.02032,5.67534,1.32706,55.98,-3473.82568359375
4202,455.313,0.265254,4.3804,5.02358,1.40476,29.3174,-3427.03076171875
4203,1978.14,0.550197,4.65006,8.61715,0.867269,1368.43,-3294.828857421875
4204,2985.65,0.709491,5.3292,16.46407,0.712039,2747.52,-2958.322265625
4205,3836.36,0.767434,8.44885,10.56422,0.559594,1442.97,-2851.47314453125
4206,2637.19,0.607664,6.1229,8.21875,0.736778,985.207,-3291.888427734375
4207,2465.01,0.560885,8.77157,10.15632,0.694124,805.046,-2644.14794921875
4208,1072.02,0.406216,9.12793,9.38799,1.02904,437.183,-3017.170654296875
4209,2895.16,0.761305,13.76401,14.36989,0.557212,833.841,-2886.482177734375
4210,1024.34,0.451618,5.22347,5.67478,1.2756,49.4409,-3749.546630859375
4211,2236.91,0.777278,14.4085,15.54614,0.658531,945.462,-2883.765625
4212,4338.88,0.868199,15.23848,20.48241,0.37136,6289.83,-2276.068359375
4213,1014.56,0.317211,3.76525,5.12246,1.10107,88.2176,-3444.69287109375
4214,431.749,0.270557,4.22112,4.50936,1.4272,8.48215,-3649.887451171875
4215,4663.29,0.850342,13.34615,16.11244,0.353368,2837.51,-2316.03662109375
4216,1264.81,0.464801,5.15633,5.68734,1.33787,107.992,-3281.491943359375
4217,1376.26,0.585034,5.48457,6.55766,1.11578,91.2557,-3852.07763671875
4218,1408.09,0.618377,20.78608,21.09739,0.773404,1210.97,-2051.095703125
4219,1778.03,0.701966,10.13009,10.43814,0.962746,448.801,-3041.1533203125
4220,1716.92,0.596183,6.66626,8.49649,1.03141,314.312,-3069.8505859375
4221,1746.45,0.493269,4.39325,6.12468,0.980079,341.782,-3276.335205078125
4222,2271.29,0.555741,4.57799,6.18885,0.802746,394.547,-3525.740234375
4223,950.434,0.436326,10.1627,10.27835,1.15374,506.357,-2870.5849609375
4224,346.9,0.201046,3.63131,4.7802,1.38139,6.59062,-3087.548095703125
4225,901.933,0.39542,3.72055,4.27345,1.1844,11.9419,-4031.178955078125
4226,2779.87,0.745323,10.34382,11.97001,0.684168,1253.74,-2638.79150390625
4227,1347.19,0.61191,4.71496,5.7847,1.18304,73.1103,-3348.258056640625
4228,4303.13,0.780521,8.89013,12.50489,0.527344,1196.7,-2492.307861328125
4229,2535.86,0.601366,4.75097,6.76661,0.925781,318.253,-3081.159423828125
4230,2087.54,0.708481,21.69381,22.02433,0.556016,1354.96,-2141.611083984375
4231,3169.08,0.845714,28.00995,28.72791,0.357374,4721.91,-1799.163818359375
4232,2149.55,0.504149,4.87148,6.97765,0.892589,203.367,-3031.38623046875
4233,1506.91,0.490124,4.79769,8.10184,1.05001,439.641,-3240.140380859375
4234,413.078,0.221692,5.22813,5.411,1.47539,81.6679,-3525.90869140625
4235,4930.46,0.856496,12.5855,15.71405,0.350453,2982.21,-2290.173583984375
4236,1036.96,0.414532,4.84938,5.68398,1.17384,62.414,-3538.02392578125
4237,1295.51,0.470337,7.52297,7.96889,1.05836,183.682,-3291.813232421875
4238,3324.7,0.689291,6.76725,12.02851,0.670023,1352.81,-2652.19384765625
4239,388.548,0.261671,3.37046,4.20674,1.38888,6.65173,-3850.49267578125
4240,3645.44,0.785685,7.76138,13.83969,0.614131,1793.59,-2704.77880859375
4241,2193.65,0.713666,9.11903,9.666,0.780199,396.096,-3262.104248046875
4242,2066.73,0.570096,4.68216,11.28766,0.823347,904.173,-2916.252685546875
4243,3008.36,0.625246,5.58562,6.84113,0.767211,357.826,-3358.458251953125
4244,1123.76,0.394675,4.03384,6.01111,1.17815,78.5091,-3201.03369140625
4245,4828.52,0.838179,11.1818,14.60444,0.389591,2439.99,-2410.083984375
4246,2000.54,0.578972,5.7353,6.28014,0.828897,278.943,-3376.90478515625
4247,737.24,0.380351,5.56684,5.82161,1.04764,70.9239,-3663.745361328125
4248,3716.94,0.743628,8.07735,11.48912,0.636447,2018.28,-2759.859619140625
4249,2991.01,0.639328,5.28156,7.18676,0.723194,751.607,-3414.911865234375
4250,2023.7,0.670001,7.56148,8.88308,0.818751,278.349,-3406.766357421875
4251,1058.58,0.43552,4.18604,6.52507,1.14372,97.1691,-3604.60986328125
4252,2855.84,0.767021,6.93382,15.29913,0.713822,1704.08,-2867.48193359375
4253,6918.5,0.968868,27.82199,28.42583,0.0896569,39941.2,-1222.979736328125
4254,2694.59,0.656706,6.32301,11.23999,0.766374,1156.17,-2862.4248046875
4255,4172.26,0.685166,6.11336,8.9937,0.597745,977.59,-2801.177978515625
4256,823.196,0.41609,3.61692,4.85711,1.19941,26.3688,-3626.5732421875
4257,997.05,0.407846,3.37908,5.65111,1.20763,50.5514,-3393.24365234375
4258,561.182,0.339044,3.31193,4.55699,1.38296,17.983,-3748.92919921875
4259,1765.96,0.568778,7.26228,7.78123,0.878241,182.483,-3645.41259765625
4260,2343.55,0.607795,5.02811,6.40192,0.979489,786.755,-3345.51708984375
4261,971.234,0.462253,3.45562,7.63031,1.2987,183.873,-3023.282470703125
4262,3039.75,0.711684,6.16173,11.85111,0.77386,1025.3,-2921.20068359375
4263,70.4369,0.0505137,3.5682,4.01913,1.63955,1.99256,-3436.030029296875
4264,356.012,0.190687,3.34834,5.12172,1.83933,92.4546,-2970.21728515625
4265,1081.17,0.480065,4.43433,6.7659,1.40398,102.083,-3061.72900390625
4266,1877.95,0.568195,4.95077,9.97089,0.973502,796.566,-2991.697509765625
4267,5122.67,0.784723,7.12386,12.98925,0.457229,2839.72,-2459.244873046875
4268,806.877,0.356089,4.81573,6.07261,1.4745,392.052,-3099.566650390625
4269,748.05,0.366494,3.45591,4.58701,1.2457,18.6921,-3121.744873046875
4270,216.465,0.202822,3.41493,4.21511,1.3811,6.71877,-3715.75439453125
4271,3537.38,0.816306,11.87423,13.47693,0.578709,3512.74,-2603.865478515625
4272,2392.17,0.652548,6.07757,6.72233,0.802558,193.237,-3621.501953125
4273,3430.5,0.748729,6.02544,12.35108,0.69958,1516.96,-2819.275146484375
4274,5786.79,0.936802,18.68104,19.99963,0.186071,15226.4,-1685.6805419921875
4275,2931.59,0.625784,4.8573,6.90336,0.744805,588.987,-3325.80712890625
4276,4042.43,0.811127,10.11948,13.02449,0.4812,1702.96,-2531.730224609375
4277,2661.38,0.642139,5.84409,7.8893,0.796058,622.886,-3161.08251953125
4278,156.226,0.134583,3.44083,3.7996,1.45801,3.08143,-3480.439208984375
4279,639.911,0.294683,3.57113,4.78112,1.23836,36.8294,-4047.942138671875
4280,4985.0,0.808445,8.6233,11.89436,0.469971,1196.0,-2582.92431640625
4281,1682.89,0.564754,5.92459,6.36734,0.935617,140.993,-3546.585693359375
4282,1600.82,0.583016,6.36225,6.86025,0.967721,94.1501,-3730.01416015625
4283,937.563,0.452924,4.42061,5.21445,1.1932,24.676,-3315.435546875
4284,3589.25,0.755077,7.97383,11.97768,0.59741,4333.87,-3012.122802734375
4285,4797.45,0.797738,9.62763,11.12887,0.464984,1156.09,-2598.311767578125
4286,1587.68,0.520841,4.14663,4.60181,1.05019,99.0366,-3743.00634765625
4287,865.755,0.43843,4.18099,5.22817,1.20658,18.2251,-3454.173828125
4288,929.514,0.527293,14.1021,14.69992,1.23637,940.177,-2620.94921875
4289,173.573,0.130415,3.4105,4.02166,1.43756,4.3889,-3636.9765625
4290,283.491,0.160309,4.45771,6.01755,1.55323,31.862,-3104.701904296875
4291,1419.7,0.471495,5.31227,6.20939,1.10599,183.673,-3396.633056640625
4292,1249.8,0.447626,7.91667,8.94548,1.05135,223.313,-3268.897705078125
4293,1087.41,0.383034,3.87237,5.07073,1.10203,92.5273,-3522.536376953125
4294,1097.08,0.443418,5.08227,6.27252,1.29954,103.246,-3171.472900390625
4295,1106.73,0.45643,3.36556,5.94924,1.17463,108.701,-3210.061279296875
4296,3645.8,0.728619,6.57966,9.78006,0.696437,1236.76,-2745.54296875
4297,1929.36,0.634257,9.76554,10.80083,0.870161,715.733,-3201.6708984375
4298,264.371,0.171709,3.77801,4.68786,1.58297,13.0961,-3537.64697265625
4299,268.078,0.179466,4.00582,4.24495,2.04381,11.9034,-3212.893310546875
4300,1557.67,0.481885,4.13328,7.17641,1.0979,467.381,-3203.846435546875
4301,3953.19,0.768411,8.42281,12.43552,0.520128,1273.0,-2576.151123046875
4302,3844.83,0.765396,8.90751,11.35134,0.580216,1074.65,-2850.061279296875
4303,642.634,0.347857,3.86256,4.58669,1.91583,36.0323,-3316.817626953125
4304,806.192,0.299373,4.24377,5.65014,1.12811,68.6749,-3341.53076171875
4305,2093.29,0.591209,5.50928,7.62578,0.881508,654.552,-3532.978759765625
4306,296.541,0.24371,3.56799,4.23739,1.56632,4.03604,-3716.582275390625
4307,6370.31,0.944915,21.44759,28.9163,0.144832,25910.6,-1488.73681640625
4308,2066.84,0.583232,7.65496,7.86287,0.783547,238.353,-3315.677490234375
4309,2584.1,0.675004,5.24614,7.97709,0.841421,989.219,-3281.09814453125
4310,289.446,0.300231,3.34815,4.33781,1.52232,37.8892,-3319.2822265625
4311,2819.29,0.75097,7.25673,15.05815,0.6992,3856.31,-2758.905517578125
4312,4212.22,0.79347,10.12238,14.23855,0.476904,3250.6,-2472.957763671875
4313,649.607,0.275101,3.65925,4.72665,1.38226,72.6743,-3335.331787109375
4314,5212.67,0.868594,14.55817,18.40466,0.32786,5790.52,-2267.91357421875
4315,5385.44,0.807026,9.09475,12.437,0.400199,2591.15,-2440.356201171875
4316,787.383,0.361954,3.52023,4.70271,1.3504,79.0321,-3388.869140625
4317,267.637,0.156141,3.71244,4.2886,1.39441,14.8005,-2957.631103515625
4318,991.189,0.562941,3.5861,9.40533,1.01026,577.297,-3355.463623046875
4319,1539.53,0.509093,4.32837,6.03067,1.17106,223.223,-3364.3427734375
4320,4470.74,0.805575,7.97785,10.67195,0.496519,1004.44,-2843.19873046875
4321,1010.78,0.579667,6.71263,7.13882,1.50771,222.71,-3688.172119140625
4322,1897.66,0.55457,4.53561,5.96439,0.996703,387.809,-3350.03466796875
4323,1695.66,0.494182,5.39198,6.55789,0.968364,374.535,-3223.969970703125
4324,2041.98,0.673721,5.54005,6.34344,0.942254,163.974,-3209.484130859375
4325,3795.83,0.732795,8.7172,9.69582,0.630581,1700.07,-2877.068359375
4326,1082.9,0.531351,4.16071,7.6584,1.31323,313.066,-3116.09814453125
4327,4816.52,0.816798,9.45603,15.12933,0.412767,2899.66,-2412.0380859375
4328,543.914,0.289586,4.4019,6.86903,1.74873,155.067,-3099.703125
4329,1009.1,0.529752,5.40929,7.4406,1.58604,504.64,-3103.32080078125
4330,3876.76,0.752193,6.41203,13.18764,0.60335,1881.26,-2770.5341796875
4331,3110.65,0.61279,6.75061,8.90117,0.674447,545.762,-2823.615234375
4332,1789.43,0.512712,4.17332,6.78154,1.05917,122.831,-3154.92333984375
4333,999.226,0.379348,4.33385,4.80504,1.07428,44.2087,-3547.703857421875
4334,3335.37,0.764716,8.01464,14.63739,0.604012,2150.74,-2649.63720703125
4335,406.568,0.244129,3.79106,4.7684,1.69062,41.6605,-3351.03271484375
4336,4809.0,0.796954,9.18784,11.59022,0.43262,2479.47,-2493.2763671875
4337,1881.54,0.625227,7.15725,7.49935,0.901381,125.111,-3480.692626953125
4338,1938.54,0.632626,16.55783,16.80655,0.634642,739.139,-2480.2099609375
4339,786.21,0.375901,4.1713,5.86196,1.41671,104.79,-3355.982666015625
4340,3107.85,0.756115,5.66317,12.49972,0.747342,1480.44,-2872.970458984375
4341,1840.5,0.685909,8.54637,8.95153,0.929256,223.25,-3712.47265625
4342,312.707,0.245296,3.33772,4.56315,1.49512,15.1718,-3018.986328125
4343,2149.98,0.701594,7.25727,8.04629,0.81761,283.501,-3510.912353515625
4344,973.144,0.438638,4.41304,4.7364,1.17759,37.7263,-3842.971923828125
4345,1859.57,0.598568,6.24886,7.97875,0.986478,690.911,-3197.48193359375
4346,1152.07,0.47773,5.17502,5.90682,1.14496,53.3036,-3092.121826171875
4347,196.409,0.147823,3.8011,4.50193,1.48579,14.1509,-3564.798583984375
4348,2839.75,0.83344,21.88193,22.4269,0.443529,2192.95,-2290.836181640625
4349,2871.61,0.663093,7.70073,9.96055,0.719964,563.434,-3021.89892578125
4350,546.422,0.274452,4.22757,5.64407,1.43282,90.2421,-3730.97607421875
4351,3671.45,0.666292,5.13032,7.30399,0.667266,784.38,-3241.451416015625
4352,1481.61,0.500351,8.34088,8.60611,0.884229,324.215,-3086.574951171875
4353,983.603,0.427114,4.71042,5.22436,1.17971,39.2718,-3410.30126953125
4354,385.707,0.20314,3.5961,4.66751,1.2633,29.7819,-3368.021240234375
4355,1787.08,0.549301,6.58342,7.73356,0.88275,208.757,-3313.19287109375
4356,2874.47,0.836934,21.65926,21.9357,0.44511,2433.56,-2223.712158203125
4357,4084.8,0.78582,9.4772,11.10014,0.513196,1086.4,-2831.6953125
4358,893.673,0.450422,3.52899,7.23126,1.38519,156.19,-3085.0625
4359,3061.18,0.664313,8.576,10.11464,0.648876,1040.09,-3021.19482421875
4360,2877.22,0.67732,7.68805,8.12197,0.726905,2132.93,-3114.02685546875
4361,556.188,0.339343,4.4752,4.71483,1.3251,15.4578,-3701.087646484375
4362,4434.87,0.781911,10.72189,14.51227,0.436632,1494.06,-2495.301025390625
4363,2618.67,0.629141,5.81023,7.87369,0.833239,326.878,-2994.756591796875
4364,866.713,0.513977,8.00947,12.97186,1.24705,858.267,-3192.57470703125
4365,3376.51,0.728506,9.08211,13.38812,0.559998,2128.45,-2553.981689453125
4366,601.797,0.28571,4.45781,5.4746,1.48252,65.8419,-3190.2392578125
4367,2057.33,0.612049,8.6622,8.96636,0.789488,539.379,-2963.0458984375
4368,4053.42,0.705725,6.03955,7.66842,0.644701,506.568,-2832.3310546875
4369,2014.27,0.695666,8.83266,12.8818,0.990119,1429.45,-2582.727294921875
4370,5008.91,0.844788,13.03199,17.25336,0.300551,4297.42,-2128.959228515625
4371,1538.35,0.555357,3.57052,4.58556,1.08588,66.8083,-3364.071533203125
4372,1062.1,0.36272,6.86593,7.30735,1.11551,103.77,-2963.13525390625
4373,2153.28,0.594986,7.53476,8.38222,0.819106,189.565,-3114.373291015625
4374,1529.96,0.51324,7.78162,8.02034,0.922157,206.69,-3217.4404296875
4375,3258.42,0.710336,7.2999,8.33631,0.675191,1240.37,-2777.51171875
4376,793.718,0.355994,3.76436,6.27385,1.35093,154.799,-3398.0517578125
4377,2406.82,0.701883,7.75194,8.084,0.758889,316.848,-3184.195556640625
4378,573.175,0.200818,4.60435,6.74806,1.17558,87.3788,-3330.27392578125
4379,2456.43,0.652135,4.91693,7.81891,1.03039,380.36,-2893.33642578125
4380,440.054,0.241713,3.83071,4.32041,1.33178,18.7799,-3423.675537109375
4381,1221.37,0.529055,9.14634,11.05848,1.01162,537.591,-3409.28515625
4382,1212.93,0.465757,4.80285,5.98729,1.23836,149.893,-3131.45751953125
4383,716.627,0.319269,3.53937,5.72002,1.33022,74.3598,-3084.8056640625
4384,1210.13,0.435996,3.76915,5.39725,1.3919,211.332,-3032.961669921875
4385,301.22,0.260641,3.39297,4.60788,1.44099,7.57343,-3855.3291015625
4386,3771.39,0.712433,6.19457,9.93083,0.600242,990.443,-2847.713134765625
4387,1843.27,0.5669,4.55466,6.31442,0.990223,314.927,-3543.008056640625
4388,4011.77,0.769604,10.70053,14.63101,0.453334,2879.43,-2199.474365234375
4389,1141.29,0.429352,3.56768,5.08088,1.02576,48.6357,-2984.648681640625
4390,2504.36,0.654936,7.00392,9.72842,0.798118,988.071,-2874.66650390625
4391,685.612,0.329233,4.22688,5.85085,1.58423,78.8141,-3442.001220703125
4392,407.296,0.250171,3.79237,4.83052,1.62162,15.6534,-3137.13330078125
4393,986.812,0.484152,3.70618,7.25448,1.39693,169.329,-3376.37451171875
4394,865.937,0.347208,4.43894,5.70697,1.27746,77.5931,-3076.66259765625
4395,5619.67,0.858889,11.72316,15.91447,0.340109,2423.9,-2394.779052734375
4396,601.156,0.331666,3.559,4.97762,1.21542,37.1549,-3870.931884765625
4397,2896.34,0.716927,10.55767,15.20931,0.618822,2196.52,-2457.953369140625
4398,1562.19,0.494739,4.45585,5.8758,0.950796,371.858,-3636.527587890625
4399,3876.67,0.675854,5.18528,6.88642,0.712264,1394.18,-3002.7099609375
4400,4962.69,0.882761,10.46034,21.05195,0.368308,5988.74,-2446.618408203125
4401,5335.92,0.904544,13.20845,22.007,0.271995,11040.4,-1931.7257080078125
4402,1894.66,0.57864,5.5663,6.94499,1.02275,565.842,-3268.545654296875
4403,562.674,0.286369,3.89821,4.83056,1.46057,27.9385,-4207.74072265625
4404,756.978,0.341093,5.19833,6.38546,1.12832,117.479,-3506.091064453125
4405,1579.37,0.5044,4.61799,7.72544,0.957834,413.126,-3270.53125
4406,2585.24,0.630993,6.63907,7.99277,0.795414,644.314,-3261.6884765625
4407,3065.7,0.746089,8.61855,12.77212,0.690812,4302.71,-2940.275146484375
4408,539.995,0.243941,4.01335,5.01102,1.34658,35.3364,-3033.559814453125
4409,2153.51,0.547664,4.16602,9.85111,0.881791,604.058,-2901.430419921875
4410,2302.95,0.618171,5.22363,6.98633,0.891642,764.017,-3274.103271484375
4411,3019.59,0.762186,9.09565,16.19671,0.657643,4659.27,-2569.2265625
4412,2202.84,0.727566,10.68177,11.21142,0.781272,692.301,-2873.712890625
4413,2752.84,0.612062,5.38443,7.47527,0.717317,361.552,-3166.207763671875
4414,987.336,0.436742,5.15278,5.48139,1.16729,18.0888,-3401.947265625
4415,48.4283,0.104273,3.42455,4.38792,2.93242,1.95881,-3081.138671875
4416,2040.04,0.632297,7.68785,8.18686,0.809755,274.623,-3426.838623046875
4417,361.523,0.18383,3.4239,4.57458,1.41414,25.7284,-2792.243896484375
4418,912.101,0.404873,4.40757,5.9778,1.24906,52.874,-3709.1474609375
4419,487.769,0.272545,5.73595,7.07414,1.79447,78.9027,-3250.023193359375
4420,496.539,0.297346,5.08405,5.51672,1.6313,22.8011,-3395.53076171875
4421,2170.87,0.50606,6.18349,9.74465,0.830011,704.169,-2589.042236328125
4422,215.886,0.130924,4.58525,5.49433,2.01346,79.9929,-2841.5712890625
4423,1650.67,0.531595,5.48414,8.04197,1.09049,758.304,-3022.5654296875
4424,1447.99,0.367628,3.31595,8.10042,0.997161,213.837,-2730.143798828125
4425,832.25,0.472546,4.87369,5.54363,1.53124,39.316,-3302.804443359375
4426,1471.54,0.445034,4.13378,5.67238,0.977206,151.658,-3232.537841796875
4427,959.271,0.442334,3.93319,7.75931,1.32013,130.593,-3755.28662109375
4428,1477.47,0.494245,6.25005,7.34685,1.03166,230.143,-3384.6884765625
4429,2343.03,0.714566,7.80145,8.15557,0.777017,304.751,-3459.765380859375
4430,214.067,0.159639,3.4822,4.18665,1.75912,4.91119,-3477.365234375
4431,649.027,0.283153,4.58702,5.54204,1.63322,23.91,-3286.36962890625
4432,2188.23,0.547564,4.00339,6.05816,0.891128,219.617,-3179.306396484375
4433,1875.71,0.565701,3.90541,5.50069,0.967296,133.125,-3419.289306640625
4434,1957.86,0.622148,7.5613,8.6674,0.956411,392.389,-2885.2626953125
4435,5001.94,0.827926,8.91966,13.33964,0.389011,3260.53,-2494.90673828125
4436,1364.23,0.610756,3.78566,9.51541,0.933104,682.712,-3413.289794921875
4437,1499.5,0.621854,22.24849,22.54265,0.708015,1281.71,-1993.8309326171875
4438,833.422,0.490692,4.96973,5.27407,1.4573,32.0394,-3277.4072265625
4439,2559.68,0.59427,7.55991,8.8451,0.750621,433.981,-3022.052490234375
4440,1178.21,0.378373,5.79773,6.13137,1.08546,176.919,-3059.47265625
4441,206.848,0.201781,3.54304,5.46282,3.2346,79.1488,-3374.91748046875
4442,1357.67,0.511716,4.47163,7.04949,1.37697,254.726,-2896.025390625
4443,479.527,0.316836,4.64683,5.03904,1.66543,42.4019,-3503.769775390625
4444,2895.25,0.694521,6.46888,7.50058,0.807943,480.851,-2911.328857421875
4445,1750.65,0.539977,7.75256,8.62917,0.854492,248.125,-3366.68505859375
4446,1067.08,0.476301,5.23823,5.82817,1.24854,55.1999,-3463.22998046875
4447,971.974,0.311807,3.86389,5.66889,1.00122,54.4227,-2935.76025390625
4448,2882.16,0.649227,8.14689,9.09319,0.686926,358.563,-3147.030029296875
4449,824.066,0.397439,3.36563,5.70714,1.19494,97.2059,-3268.560546875
4450,1071.73,0.531008,7.17553,7.23663,1.30222,206.019,-3669.454833984375
4451,214.027,0.175679,3.43886,4.36835,1.90609,7.60997,-3581.499267578125
4452,4288.41,0.834679,9.19992,16.81607,0.425605,4117.99,-2400.838134765625
4453,363.793,0.292263,4.04082,6.27703,1.23118,80.4987,-3236.655517578125
4454,826.821,0.320159,8.14748,8.67376,1.1031,171.009,-3084.227783203125
4455,4820.62,0.872527,11.24579,18.09066,0.368254,5173.45,-2266.244140625
4456,2147.83,0.635434,5.64505,7.80513,0.886754,813.75,-3285.863525390625
4457,5125.24,0.880532,12.12456,18.33425,0.317355,6895.03,-2168.05712890625
4458,5090.95,0.893449,13.29068,19.41722,0.294321,4936.45,-2056.197509765625
4459,458.272,0.226384,5.37152,6.11015,1.47299,99.6402,-3206.885009765625
4460,688.827,0.290773,4.12499,6.87246,1.38266,227.389,-3216.308349609375
4461,1680.82,0.62033,17.8792,18.26601,0.692624,804.311,-2506.973876953125
4462,858.757,0.325912,7.78816,7.99413,1.09584,99.0518,-3198.21142578125
4463,682.755,0.343771,3.82707,5.02799,1.43984,52.6153,-3466.8271484375
4464,1271.82,0.479488,5.83776,6.70648,1.06347,90.2654,-3509.540771484375
4465,1738.58,0.507114,7.94708,9.01305,0.833345,257.718,-2987.627685546875
4466,1264.5,0.497185,5.90471,7.02497,1.37904,242.115,-3284.83935546875
