n,theta,r,t
0.026790115555437886,0.08410742079528671,0.015605997598160878,-0.04558190035297434
0.02679011485694597,0.08410741998684697,0.047918817946790815,-0.034293236088059426
0.025949468509578636,0.07640354534184246,0.015605993649741245,-0.03429323566443698
0.0114086227064642,-0.11215570156410747,-0.07730742546522787,0.03151889769489768
0.023669331253687337,-0.11215570526029398,-0.07730742522269587,0.031518897833949316
0.011408630600069795,0.08406296677357106,-0.07730742372223176,0.03151890403629893
0.011408626286235318,-0.11215569873456845,0.04859245845647013,0.031518903389547215
0.011408621902875064,-0.11215569525989444,-0.07730741973662383,0.0008044043966542735
0.023669339047046378,0.08406295694941135,0.048592457816185854,0.0008043983608432559
-0.06516240764014784,0.08242814995173829,0.028404632785370497,-0.006565512531475824
0.008169341563997382,0.08242814492809376,0.02840463157756156,-0.006565512025392559
-0.0651623996398283,-0.08417744911114115,0.028404631976930782,-0.006565512434463031
-0.06516240738791465,0.08242815120643673,-0.045680753762199905,-0.006565512098152121
-0.06516241189092398,0.08242815094288546,0.028404633233246095,0.03354889305127364
0.008169351278209225,-0.08417745456810935,-0.04568075588839641,0.03354889161225089
