Pd_C103,Pd_C301,HX100,T_E110,L_R100,D_R100,F_S220,T_E120,P_V100,Pd_P150,HX150,HX220,T_E220,Rr_D200,Pc_D200,F_S220,CO2_emission
74.8605,75.002,210.5445,250,5,1.552,0.5995,35,1,1.4235,82.951,206.6095,272.7355,1.296,1,0.4785,0.138355181
74.79075,75.003,210.81675,250,5,1.528,0.59925,35,1,1.48525,82.9265,205.91425,269.10325,1.344,1,0.47525,0.137986977
74.721,75.004,211.089,250,5,1.504,0.599,35,1,1.547,82.902,205.219,265.471,1.392,1,0.472,0.1375484
74.244,74.625,208.958,225.345,5.014,1.675,0.584,36.44,1,2.74,80.013,183.471,281.117,1.167,1,0.49,0.064332002
72.8435,74.98125,209.2155,225.17,5.02525,1.67725,0.58825,37.41425,1,3.1455,80.898,182.3385,280.507,1.1405,0.99975,0.4885,0.063090807
71.443,75.3375,209.473,224.995,5.0365,1.6795,0.5925,38.3885,1,3.551,81.783,181.206,279.897,1.114,0.9995,0.487,0.062945493
70.0425,75.69375,209.7305,224.82,5.04775,1.68175,0.59675,39.36275,1,3.9565,82.668,180.0735,279.287,1.0875,0.99925,0.4855,0.061697375
68.642,76.05,209.988,224.645,5.059,1.684,0.601,40.337,1,4.362,83.553,178.941,278.677,1.061,0.999,0.484,0.060473562
73.731,76.173,200.458,210.062,5.204,1.6,0.6,35,1,6.365,74.405,175.467,225.853,1.2,1,0.485,0.031172433
73.03,76.06975,201.952,210.07675,5.1925,1.6,0.6,35.03925,1,6.159,75.31275,173.06575,226.553,1.20075,0.99775,0.485,0.026543455
72.329,75.9665,203.446,210.0915,5.181,1.6,0.6,35.0785,1,5.953,76.2205,170.6645,227.253,1.2015,0.9955,0.485,0.021859424
71.628,75.86325,204.94,210.10625,5.1695,1.6,0.6,35.11775,1,5.747,77.12825,168.26325,227.953,1.20225,0.99325,0.485,0.017148583
70.927,75.76,206.434,210.121,5.158,1.6,0.6,35.157,1,5.541,78.036,165.862,228.653,1.203,0.991,0.485,0.0123906
75,75,210,250,5,1.6,0.589,35,1,2.784,83,208,280,1.196,1,0.478,0.136599638
75.04975,75.57225,209.95925,250,5.00425,1.6105,0.59,35.00025,1,2.90375,80.36425,208.35425,281.8355,1.22575,0.964,0.52175,0.153505442
75.0995,76.1445,209.9185,250,5.0085,1.621,0.591,35.0005,1,3.0235,77.7285,208.7085,283.671,1.2555,0.928,0.5655,0.174164734
75.14925,76.71675,209.87775,250,5.01275,1.6315,0.592,35.00075,1,3.14325,75.09275,209.06275,285.5065,1.28525,0.892,0.60925,0.199910994
75.199,77.289,209.837,250,5.017,1.642,0.593,35.001,1,3.263,72.457,209.417,287.342,1.315,0.856,0.653,0.232966556
75.801,75.217,207.995,236.777,5.016,1.658,0.606,35,1,4.537,75.721,155.882,291.357,1.223,1,0.416,0.090865269
75.60075,75.21025,208.49625,240.08275,5.012,2.032,0.59725,35,1,4.80475,76.772,154.4115,306.01775,1.25225,0.9945,0.4345,0.106747758
75.4005,75.2035,208.9975,243.3885,5.008,2.406,0.5885,35,1,5.0725,77.823,152.941,320.6785,1.2815,0.989,0.453,0.124746997
75.20025,75.19675,209.49875,246.69425,5.004,2.78,0.57975,35,1,5.34025,78.874,151.4705,335.33925,1.31075,0.9835,0.4715,0.144496268
75,75.19,210,250,5,3.154,0.571,35,1,5.608,79.925,150,350,1.34,0.978,0.49,0.166036247
75,75,210,210,5,1.6,0.6,35,1,1.3,83,208,280,1.389,1,0.485,-0.005270462
75,75,209.067,209.99425,5,1.452,0.6,35.17675,1,1.301,83,207.99975,277.67675,1.39775,1,0.48475,-0.002658794
75,75,208.134,209.9885,5,1.304,0.6,35.3535,1,1.302,83,207.9995,275.3535,1.4065,1,0.4845,3.41E-05
75,75,207.201,209.98275,5,1.156,0.6,35.53025,1,1.303,83,207.99925,273.03025,1.41525,1,0.48425,0.003547892
75,75,210,218.707,5,1.6,0.599,35,1,1.73,83,189.554,280,1.164,1,0.481,0.030272825
75,74.91375,210.019,219.0035,5.0155,1.5895,0.59925,34.73125,1,1.6265,82.4,186.68,280.019,1.20275,1,0.4815,0.032404903
75,74.8275,210.038,219.3,5.031,1.579,0.5995,34.4625,1,1.523,81.8,183.806,280.038,1.2415,1,0.482,0.034572265
75,74.74125,210.057,219.5965,5.0465,1.5685,0.59975,34.19375,1,1.4195,81.2,180.932,280.057,1.28025,1,0.4825,0.036796109
75,74.655,210.076,219.893,5.062,1.558,0.6,33.925,1,1.316,80.6,178.058,280.076,1.319,1,0.483,0.039078359
90.984,75.202,205.45,213.901,4.706,1.579,0.6,34.994,1,2.076,83.418,208.074,276.307,1.219,1,0.485,0.025110943
90.956,74.34075,206.5875,214.307,4.7795,1.511,0.6,34.993,1,1.9235,80.95725,208.12975,277.23025,1.26725,1,0.485,0.023316395
90.928,73.4795,207.725,214.713,4.853,1.443,0.6,34.992,1,1.771,78.4965,208.1855,278.1535,1.3155,1,0.485,0.022106932
90.9,72.61825,208.8625,215.119,4.9265,1.375,0.6,34.991,1,1.6185,76.03575,208.24125,279.07675,1.36375,1,0.485,0.020329224
90.872,71.757,210,215.525,5,1.307,0.6,34.99,1,1.466,73.575,208.297,280,1.412,1,0.485,0.018444571
75.59,74.999,209.697,218.395,5.037,1.648,0.6,35,1,4.074,83,208.921,280.075,1.248,0.889,0.485,0.027632821
76.50525,75.016,209.3575,219.28125,4.99825,1.67725,0.6,35.03425,1,4.052,82.08175,208.97775,277.60375,1.2435,0.887,0.485,0.032007136
77.4205,75.033,209.018,220.1675,4.9595,1.7065,0.6,35.0685,1,4.03,81.1635,209.0345,275.1325,1.239,0.885,0.485,0.03645968
78.33575,75.05,208.6785,221.05375,4.92075,1.73575,0.6,35.10275,1,4.008,80.24525,209.09125,272.66125,1.2345,0.883,0.485,0.040986717
79.251,75.067,208.339,221.94,4.882,1.765,0.6,35.137,1,3.986,79.327,209.148,270.19,1.23,0.881,0.485,0.045574048
72.85,76.5,210,227.358,5,1.758,0.597,35,1,3.318,79.602,209.246,279.027,1.257,0.871,0.575,0.079601395
73.2365,76.131,210.0255,228.18025,5,1.717,0.59775,35.2095,1,3.59875,80.0085,208.71575,279.27025,1.26875,0.86425,0.5525,0.080192678
73.623,75.762,210.051,229.0025,5,1.676,0.5985,35.419,1,3.8795,80.415,208.1855,279.5135,1.2805,0.8575,0.53,0.08067176
74.0095,75.393,210.0765,229.82475,5,1.635,0.59925,35.6285,1,4.16025,80.8215,207.65525,279.75675,1.29225,0.85075,0.5075,0.08104913
74.396,75.024,210.102,230.647,5,1.594,0.6,35.838,1,4.441,81.228,207.125,280,1.304,0.844,0.485,0.08135782
75,75,210,210,5,1.6,0.6,58.333,1,1.3,83,208,280,1.2,1,0.485,0.003279825
76.16925,75.34125,209.918,210.0015,4.99875,1.6,0.6,57.1255,1,1.395,82.9505,203.9655,279.9945,1.2,0.995,0.485,0.006566176
77.3385,75.6825,209.836,210.003,4.9975,1.6,0.6,55.918,1,1.49,82.901,199.931,279.989,1.2,0.99,0.485,0.008631112
78.50775,76.02375,209.754,210.0045,4.99625,1.6,0.6,54.7105,1,1.585,82.8515,195.8965,279.9835,1.2,0.985,0.485,0.008311312
79.677,76.365,209.672,210.006,4.995,1.6,0.6,53.503,1,1.68,82.802,191.862,279.978,1.2,0.98,0.485,0.009107824
75,75.823,197.024,210,5.134,1.6,0.6,35,1,3.694,72.789,182.938,265.119,1.2,1,0.485,0.044912135
75,76.42675,200.32425,210,5.1005,1.6,0.6,35,1,3.968,72.40975,181.36075,265.9305,1.2,1,0.485,0.033210611
75,77.0305,203.6245,210,5.067,1.6,0.6,35,1,4.242,72.0305,179.7835,266.742,1.2,1,0.485,0.021488175
75,77.63425,206.92475,210,5.0335,1.6,0.6,35,1,4.516,71.65125,178.20625,267.5535,1.2,1,0.485,0.009751563
75,78.238,210.225,210,5,1.6,0.6,35,1,4.79,71.272,176.629,268.365,1.2,1,0.485,-0.001164258
75.372,74.701,209.562,250,5.142,1.67,0.594,35.399,1,6.315,81.468,208.073,264.131,1.21,0.998,0.48,0.138487211
76.33525,74.5235,209.6715,248.88175,5.1065,1.78325,0.5955,35.362,1,6.45925,79.3355,211.264,268.10175,1.21025,0.9985,0.481,0.134255968
77.2985,74.346,209.781,247.7635,5.071,1.8965,0.597,35.325,1,6.6035,77.203,214.455,272.0725,1.2105,0.999,0.482,0.129653863
78.26175,74.1685,209.8905,246.64525,5.0355,2.00975,0.5985,35.288,1,6.74775,75.0705,217.646,276.04325,1.21075,0.9995,0.483,0.125114797
79.225,73.991,210,245.527,5,2.123,0.6,35.251,1,6.892,72.938,220.837,280.014,1.211,1,0.484,0.120563185
75,75,210,210,5,5,0.6,35,1,1.3,83,208,280,1.2,1,0.485,-0.006333323
75,75,209.79725,209.9975,5,4.9915,0.6,36.114,1,1.30625,83,208,275.257,1.24525,0.99075,0.485,-0.005898288
75,75,209.5945,209.995,5,4.983,0.6,37.228,1,1.3125,83,208,270.514,1.2905,0.9815,0.485,-0.004023507
75,75,209.39175,209.9925,5,4.9745,0.6,38.342,1,1.31875,83,208,265.771,1.33575,0.97225,0.485,-0.003644724
75,75,209.189,209.99,5,4.966,0.6,39.456,1,1.325,83,208,261.028,1.381,0.963,0.485,-0.003241087
74.538,75.013,208.4,233.109,5.008,2.401,0.599,35,1,4.214,83.04,210.795,281.318,1.232,0.97,0.485,0.075646283
74.42375,75.253,208.83125,232.53375,5.00475,2.4335,0.59925,35.29675,1,4.1275,81.05725,206.90825,278.10275,1.21975,0.9615,0.48475,0.091266198
74.3095,75.493,209.2625,231.9585,5.0015,2.466,0.5995,35.5935,1,4.041,79.0745,203.0215,274.8875,1.2075,0.953,0.4845,0.08730749
74.19525,75.733,209.69375,231.38325,4.99825,2.4985,0.59975,35.89025,1,3.9545,77.09175,199.13475,271.67225,1.19525,0.9445,0.48425,0.0833387
74.081,75.973,210.125,230.808,4.995,2.531,0.6,36.187,1,3.868,75.109,195.248,268.457,1.183,0.936,0.484,0.07939229
75,75,210,210,5,1.6,0.6,35,1,3,83,208,280,1.2,1,0.485,-0.003846301
75.06325,74.3685,209.99875,210.71825,4.99875,1.62475,0.5925,35,1.03425,2.9815,81.95925,208.14625,279.18625,1.211,1,0.485,-0.001350954
75.1265,73.737,209.9975,211.4365,4.9975,1.6495,0.585,35,1.0685,2.963,80.9185,208.2925,278.3725,1.222,1,0.485,0.001230606
75.18975,73.1055,209.99625,212.15475,4.99625,1.67425,0.5775,35,1.10275,2.9445,79.87775,208.43875,277.55875,1.233,1,0.485,0.003874235
75.253,72.474,209.995,212.873,4.995,1.699,0.57,35,1.137,2.926,78.837,208.585,276.745,1.244,1,0.485,0.006625104
75.801,75.217,207.995,236.777,5.016,1.658,0.606,35,1,4.537,75.721,155.882,291.357,1.223,1,0.416,0.090865269
75.60075,75.21025,208.49625,240.08275,5.012,2.032,0.59725,35,1,4.80475,76.772,154.4115,306.01775,1.25225,0.9945,0.4345,0.106747758
75.4005,75.2035,208.9975,243.3885,5.008,2.406,0.5885,35,1,5.0725,77.823,152.941,320.6785,1.2815,0.989,0.453,0.124746997
75.20025,75.19675,209.49875,246.69425,5.004,2.78,0.57975,35,1,5.34025,78.874,151.4705,335.33925,1.31075,0.9835,0.4715,0.144496268
75,75.19,210,250,5,3.154,0.571,35,1,5.608,79.925,150,350,1.34,0.978,0.49,0.166036247
71.945,77.445,207.777,209.615,5,1.911,0.601,33.977,1,2.153,71.272,208.796,277.342,1.085,1,0.485,0.001349164
71.09075,76.80375,208.1695,209.67525,5.0095,1.83325,0.60075,33.88575,1,2.1565,72.163,209.1625,277.9985,1.11375,0.9895,0.485,0.000436211
70.2365,76.1625,208.562,209.7355,5.019,1.7555,0.6005,33.7945,1,2.16,73.054,209.529,278.655,1.1425,0.979,0.485,-0.000534025
69.38225,75.52125,208.9545,209.79575,5.0285,1.67775,0.60025,33.70325,1,2.1635,73.945,209.8955,279.3115,1.17125,0.9685,0.485,-0.001295746
68.528,74.88,209.347,209.856,5.038,1.6,0.6,33.612,1,2.167,74.836,210.262,279.968,1.2,0.958,0.485,-0.002299732
75.801,75.217,207.995,236.777,5.016,1.658,0.606,35,1,4.537,75.721,155.882,291.357,1.223,1,0.416,0.090865269
75.60075,75.21025,208.49625,240.08275,5.012,2.032,0.59725,35,1,4.80475,76.772,154.4115,306.01775,1.25225,0.9945,0.4345,0.106747758
75.4005,75.2035,208.9975,243.3885,5.008,2.406,0.5885,35,1,5.0725,77.823,152.941,320.6785,1.2815,0.989,0.453,0.124746997
75.20025,75.19675,209.49875,246.69425,5.004,2.78,0.57975,35,1,5.34025,78.874,151.4705,335.33925,1.31075,0.9835,0.4715,0.144496268
75,75.19,210,250,5,3.154,0.571,35,1,5.608,79.925,150,350,1.34,0.978,0.49,0.166036247
75,75,210,210,5,1.6,0.6,35,1,1.3,83,208,280,1.2,0.5,0.485,-0.005765732
75,75,210,210,5,1.6,0.6,35,1,1.3,83,208,280,1.711,1,0.485,-0.004581172
75.03875,75.13075,209.41625,210.78425,4.99875,1.67175,0.59925,34.99875,1,1.53475,82.93725,207.49125,278.62325,1.69725,1,0.48525,0.002841827
75.0775,75.2615,208.8325,211.5685,4.9975,1.7435,0.5985,34.9975,1,1.7695,82.8745,206.9825,277.2465,1.6835,1,0.4855,0.008159006
75.11625,75.39225,208.24875,212.35275,4.99625,1.81525,0.59775,34.99625,1,2.00425,82.81175,206.47375,275.86975,1.66975,1,0.48575,0.013503949
75.155,75.523,207.665,213.137,4.995,1.887,0.597,34.995,1,2.239,82.749,205.965,274.493,1.656,1,0.486,0.018879844
75.448,78.551,214.597,223.682,5.009,1.614,0.59,35,1,2.152,83.134,208.35,278.393,1.266,0.685,0.486,0.029154494
76.56975,77.67675,213.4075,222.8455,5.0085,1.74925,0.5925,34.9965,1,2.35375,82.47625,208.76925,277.01175,1.25175,0.678,0.48575,0.029999391
77.6915,76.8025,212.218,222.009,5.008,1.8845,0.595,34.993,1,2.5555,81.8185,209.1885,275.6305,1.2375,0.671,0.4855,0.030808137
78.81325,75.92825,211.0285,221.1725,5.0075,2.01975,0.5975,34.9895,1,2.75725,81.16075,209.60775,274.24925,1.22325,0.664,0.48525,0.031578779
79.935,75.054,209.839,220.336,5.007,2.155,0.6,34.986,1,2.959,80.503,210.027,272.868,1.209,0.657,0.485,0.032339257
76.117,74.414,208.976,217.923,5.005,1.818,0.593,34.62,1,3.677,81.142,206.684,280.823,1.703,0.981,0.488,0.033633799
76.036,74.01525,209.30775,217.6015,5.00375,1.78875,0.59425,33.98025,1,3.78325,80.31025,205.14825,278.93725,1.73875,0.98575,0.48725,0.031251317
75.955,73.6165,209.6395,217.28,5.0025,1.7595,0.5955,33.3405,1,3.8895,79.4785,203.6125,277.0515,1.7745,0.9905,0.4865,0.028565905
75.874,73.21775,209.97125,216.9585,5.00125,1.73025,0.59675,32.70075,1,3.99575,78.64675,202.07675,275.16575,1.81025,0.99525,0.48575,0.02581531
75.793,72.819,210.303,216.637,5,1.701,0.598,32.061,1,4.102,77.815,200.541,273.28,1.846,1,0.485,0.023009828
75,77.747,196.98,211.367,5.035,1.794,0.605,34.862,1,3.841,70.379,200.716,276.275,2.045,0.837,0.486,0.064499547
75.0225,77.06575,200.09,212.2475,5.10425,1.77525,0.60275,34.865,1,3.957,73.2465,202.163,278.1325,2.07,0.80325,0.489,0.054831192
75.045,76.3845,203.2,213.128,5.1735,1.7565,0.6005,34.868,1,4.073,76.114,203.61,279.99,2.095,0.7695,0.492,0.044906843
75.0675,75.70325,206.31,214.0085,5.24275,1.73775,0.59825,34.871,1,4.189,78.9815,205.057,281.8475,2.12,0.73575,0.495,0.034741876
75.09,75.022,209.42,214.889,5.312,1.719,0.596,34.874,1,4.305,81.849,206.504,283.705,2.145,0.702,0.498,0.02433531
75.801,75.217,207.995,236.777,5.016,1.658,0.606,35,1,4.537,75.721,155.882,291.357,1.223,1,0.416,0.090865269
75.60075,75.21025,208.49625,240.08275,5.012,2.032,0.59725,35,1,4.80475,76.772,154.4115,306.01775,1.25225,0.9945,0.4345,0.106747758
75.4005,75.2035,208.9975,243.3885,5.008,2.406,0.5885,35,1,5.0725,77.823,152.941,320.6785,1.2815,0.989,0.453,0.124746997
75.20025,75.19675,209.49875,246.69425,5.004,2.78,0.57975,35,1,5.34025,78.874,151.4705,335.33925,1.31075,0.9835,0.4715,0.144496268
75,75.19,210,250,5,3.154,0.571,35,1,5.608,79.925,150,350,1.34,0.978,0.49,0.166036247
70.432,76.202,204.422,210.378,5.2,1.6,0.6,35,1,5.897,76.536,207.226,254.403,1.2,1,0.485,0.015009274
70.63525,76.36725,195.15925,210.146,5.1975,1.6,0.6,35.83225,1,5.89575,76.8335,207.88,254.4315,1.18775,0.99225,0.48475,0.049224581
70.8385,76.5325,185.8965,209.914,5.195,1.6,0.6,36.6645,1,5.8945,77.131,208.534,254.46,1.1755,0.9845,0.4845,0.083073695
71.04175,76.69775,176.63375,209.682,5.1925,1.6,0.6,37.49675,1,5.89325,77.4285,209.188,254.4885,1.16325,0.97675,0.48425,0.116601821
71.245,76.863,167.371,209.45,5.19,1.6,0.6,38.329,1,5.892,77.726,209.842,254.517,1.151,0.969,0.484,0.149783988
75,94.444,210,210,5,1.6,0.6,35,1,1.3,83,208,280,1.2,1,0.485,-0.00566225
75.04975,94.51025,210.01225,209.76475,5.0385,1.5975,0.6,35.0735,1,1.52975,82.95975,205.965,280,1.2,1,0.485,-0.003287657
75.0995,94.5765,210.0245,209.5295,5.077,1.595,0.6,35.147,1,1.7595,82.9195,203.93,280,1.2,1,0.485,-0.002868336
75.14925,94.64275,210.03675,209.29425,5.1155,1.5925,0.6,35.2205,1,1.98925,82.87925,201.895,280,1.2,1,0.485,-0.002454852
75.199,94.709,210.049,209.059,5.154,1.59,0.6,35.294,1,2.219,82.839,199.86,280,1.2,1,0.485,-0.002036863
74.538,75.013,208.4,233.109,5.008,2.401,0.599,35,1,4.214,83.04,210.795,281.318,1.232,0.97,0.485,0.075646283
75.82125,75.07725,208.80725,234.14225,5.00475,2.45225,0.5975,34.9905,1,3.90375,82.732,210.6125,280.96525,1.3075,0.9775,0.4845,0.080083656
77.1045,75.1415,209.2145,235.1755,5.0015,2.5035,0.596,34.981,1,3.5935,82.424,210.43,280.6125,1.383,0.985,0.484,0.084666735
78.38775,75.20575,209.62175,236.20875,4.99825,2.55475,0.5945,34.9715,1,3.28325,82.116,210.2475,280.25975,1.4585,0.9925,0.4835,0.089375107
79.671,75.27,210.029,237.242,4.995,2.606,0.593,34.962,1,2.973,81.808,210.065,279.907,1.534,1,0.483,0.094234595
74.976,79.197,211.737,226.795,5.014,4.37,0.6,36.787,1,3.475,82.725,172.253,269.452,1.187,0.987,0.484,0.058862339
74.81825,78.533,210.741,226.29175,5.01,4.3175,0.6,38.7095,1,2.9105,82.408,172.79825,271.7185,1.18875,0.99025,0.48425,0.062123778
74.6605,77.869,209.745,225.7885,5.006,4.265,0.6,40.632,1,2.346,82.091,173.3435,273.985,1.1905,0.9935,0.4845,0.065705842
74.50275,77.205,208.749,225.28525,5.002,4.2125,0.6,42.5545,1,1.7815,81.774,173.88875,276.2515,1.19225,0.99675,0.48475,0.06926209
74.345,76.541,207.753,224.782,4.998,4.16,0.6,44.477,1,1.217,81.457,174.434,278.518,1.194,1,0.485,0.055460679
73.867,72.74,209.013,222.087,5.001,1.6,0.599,59.314,1,2.411,82.298,206.237,281.387,0.963,1,0.486,0.055977205
74.156,73.3145,205.2955,222.92675,4.992,1.6085,0.59025,57.57625,1,2.28275,82.47275,206.55825,281.011,1.043,0.995,0.48575,0.075121275
74.445,73.889,201.578,223.7665,4.983,1.617,0.5815,55.8385,1,2.1545,82.6475,206.8795,280.635,1.123,0.99,0.4855,0.09475296
74.734,74.4635,197.8605,224.60625,4.974,1.6255,0.57275,54.10075,1,2.02625,82.82225,207.20075,280.259,1.203,0.985,0.48525,0.115033185
75.023,75.038,194.143,225.446,4.965,1.634,0.564,52.363,1,1.898,82.997,207.522,279.883,1.283,0.98,0.485,0.135710972
75,75,210,210,5,1.6,0.6,35,1,1.3,83,208,280,1.711,1,0.485,-0.004581172
75,75,210,210,5,1.71325,0.59975,35,1,1.30275,83,208,279.71075,1.711,1,0.485,-0.004594797
75,75,210,210,5,1.8265,0.5995,35,1,1.3055,83,208,279.4215,1.711,1,0.485,-0.004611613
75,75,210,210,5,1.93975,0.59925,35,1,1.30825,83,208,279.13225,1.711,1,0.485,-0.004627055
75,75,210,210,5,2.053,0.599,35,1,1.311,83,208,278.843,1.711,1,0.485,-0.004643497
75,75,210,233.333,5,1.6,0.6,35,1,1.3,83,208,280,1.2,1,0.485,0.055557852
74.14025,75.69525,209.5775,233.45475,5.006,1.588,0.6,36.57375,1,1.368,81.97525,208.99875,279.403,1.1985,1,0.485,0.073185575
73.2805,76.3905,209.155,233.5765,5.012,1.576,0.6,38.1475,1,1.436,80.9505,209.9975,278.806,1.197,1,0.485,0.07739484
72.42075,77.08575,208.7325,233.69825,5.018,1.564,0.6,39.72125,1,1.504,79.92575,210.99625,278.209,1.1955,1,0.485,0.080871859
71.561,77.781,208.31,233.82,5.024,1.552,0.6,41.295,1,1.572,78.901,211.995,277.612,1.194,1,0.485,0.08516715
70.549,50,194.853,233.699,4.984,1.6,0.593,34.177,1,1.53,79.483,185.75,203.51,1.237,1,0.485,0.125263109
70.89725,52.61725,196.4625,233.9325,4.999,1.6,0.59425,34.68525,1,1.62625,79.18,187.17025,208.7795,1.23575,0.95425,0.485,0.151148168
71.2455,55.2345,198.072,234.166,5.014,1.6,0.5955,35.1935,1,1.7225,78.877,188.5905,214.049,1.2345,0.9085,0.485,0.146106328
71.59375,57.85175,199.6815,234.3995,5.029,1.6,0.59675,35.70175,1,1.81875,78.574,190.01075,219.3185,1.23325,0.86275,0.485,0.14109195
71.942,60.469,201.291,234.633,5.044,1.6,0.598,36.21,1,1.915,78.271,191.431,224.588,1.232,0.817,0.485,0.136115806
75,78.327,210,213.523,5,1.6,0.6,35,1,2.532,80.926,168.229,280,1.2,1,0.485,0.016171748
75.94775,77.517,209.45975,212.82325,4.911,1.624,0.6,35.02675,1,2.5645,81.107,168.89725,279.377,1.2375,1,0.485,0.015747178
76.8955,76.707,208.9195,212.1235,4.822,1.648,0.6,35.0535,1,2.597,81.288,169.5655,278.754,1.275,1,0.485,0.01529219
77.84325,75.897,208.37925,211.42375,4.733,1.672,0.6,35.08025,1,2.6295,81.469,170.23375,278.131,1.3125,1,0.485,0.014807469
78.791,75.087,207.839,210.724,4.644,1.696,0.6,35.107,1,2.662,81.65,170.902,277.508,1.35,1,0.485,0.014310902
74.727,75.157,209.244,209.766,5.083,3.085,0.6,35,1,8.178,81.553,190.984,279.782,1.2,1,0.485,0.001225751
74.7645,68.86775,209.4275,207.3245,4.9485,3.29825,0.6,34.90975,1,8.6335,81.595,191.7925,279.8365,1.208,0.99,0.485,0.000237355
74.802,62.5785,209.611,204.883,4.814,3.5115,0.6,34.8195,1,9.089,81.637,192.601,279.891,1.216,0.98,0.485,0.002686493
74.8395,56.28925,209.7945,202.4415,4.6795,3.72475,0.6,34.72925,1,9.5445,81.679,193.4095,279.9455,1.224,0.97,0.485,0.005492236
74.971,76.724,209.783,216.763,5.772,1.852,0.593,34.695,1,2.641,83.53,208.802,280.124,1.352,1,0.486,0.021678805
74.9425,77.197,209.74925,216.58225,5.589,1.95025,0.5945,36.583,1,2.5585,83.1475,210.89575,280.15875,1.40375,0.98925,0.487,0.021978978
74.914,77.67,209.7155,216.4015,5.406,2.0485,0.596,38.471,1,2.476,82.765,212.9895,280.1935,1.4555,0.9785,0.488,0.023856765
74.8855,78.143,209.68175,216.22075,5.223,2.14675,0.5975,40.359,1,2.3935,82.3825,215.08325,280.22825,1.50725,0.96775,0.489,0.0240527
74.857,78.616,209.648,216.04,5.04,2.245,0.599,42.247,1,2.311,82,217.177,280.263,1.559,0.957,0.49,0.024295616
75,74.685,209.898,210,4.98,1.6,0.6,35,1,5.551,82.921,209.451,311.786,1.2,1,0.485,0.001945003
74.878,74.7655,206.51875,210.7635,4.99275,1.59975,0.6,35,1,5.4895,80.49725,209.049,312.05625,1.20725,0.9995,0.485,0.016953889
74.756,74.846,203.1395,211.527,5.0055,1.5995,0.6,35,1,5.428,78.0735,208.647,312.3265,1.2145,0.999,0.485,0.032266261
74.634,74.9265,199.76025,212.2905,5.01825,1.59925,0.6,35,1,5.3665,75.64975,208.245,312.59675,1.22175,0.9985,0.485,0.047940105
74.512,75.007,196.381,213.054,5.031,1.599,0.6,35,1,5.305,73.226,207.843,312.867,1.229,0.998,0.485,0.063955446
72.25,70.626,209.167,209.879,5.086,1.874,0.6,35,1,3.099,82.382,193.989,293.003,1.2,1,0.485,0.004009192
71.46025,70.6995,208.5235,210.263,5.0875,1.8055,0.60025,35,1,3.267,82.16925,194.58075,288.20025,1.2,1,0.485,0.007046836
70.6705,70.773,207.88,210.647,5.089,1.737,0.6005,35,1,3.435,81.9565,195.1725,283.3975,1.2,1,0.485,0.009888575
69.88075,70.8465,207.2365,211.031,5.0905,1.6685,0.60075,35,1,3.603,81.74375,195.76425,278.59475,1.2,1,0.485,0.012944544
69.091,70.92,206.593,211.415,5.092,1.6,0.601,35,1,3.771,81.531,196.356,273.792,1.2,1,0.485,0.016091455
75,75,210,210,5,1.6,0.6,35,1,1.3,83,208,233.333,1.2,1,0.485,-0.011286056
75,75,210,210,5,1.634,0.6,35,1,1.30175,83,208,234.50825,1.283,1,0.485,-0.011289639
75,75,210,210,5,1.668,0.6,35,1,1.3035,83,208,235.6835,1.366,1,0.485,-0.011280832
75,75,210,210,5,1.702,0.6,35,1,1.30525,83,208,236.85875,1.449,1,0.485,-0.011256568
75,75,210,210,5,1.736,0.6,35,1,1.307,83,208,238.034,1.532,1,0.485,-0.01121646
74.995,76.72,196.124,210.229,5.116,1.67,0.6,35.149,1,3.31,70.161,201.676,262.509,1.2,0.84,0.485,0.045172853
74.99625,77.16825,195.7415,210.552,5.0935,1.65375,0.60075,35.11025,1,3.0745,69.359,202.5615,265.91075,1.2485,0.83225,0.48525,0.049176547
74.9975,77.6165,195.359,210.875,5.071,1.6375,0.6015,35.0715,1,2.839,68.557,203.447,269.3125,1.297,0.8245,0.4855,0.053259038
74.99875,78.06475,194.9765,211.198,5.0485,1.62125,0.60225,35.03275,1,2.6035,67.755,204.3325,272.71425,1.3455,0.81675,0.48575,0.057442858
75,78.513,194.594,211.521,5.026,1.605,0.603,34.994,1,2.368,66.953,205.218,276.116,1.394,0.809,0.486,0.061754471
74.538,75.013,208.4,233.109,5.008,2.401,0.599,35,1,4.214,83.04,210.795,281.318,1.232,0.97,0.485,0.075646283
74.8085,74.76875,208.0955,232.53225,5.4365,2.486,0.5995,36.13175,1,4.0475,82.6365,210.394,277.968,1.24075,0.9775,0.485,0.094504274
75.079,74.5245,207.791,231.9555,5.865,2.571,0.6,37.2635,1,3.881,82.233,209.993,274.618,1.2495,0.985,0.485,0.09376908
75.3495,74.28025,207.4865,231.37875,6.2935,2.656,0.6005,38.39525,1,3.7145,81.8295,209.592,271.268,1.25825,0.9925,0.485,0.093870086
75.62,74.036,207.182,230.802,6.722,2.741,0.601,39.527,1,3.548,81.426,209.191,267.918,1.267,1,0.485,0.093241012
75,83.288,210,210,5,1.6,0.6,35,1,1.3,83,208,280,1.2,0.523,0.485,-0.005760381
74.9165,84.84725,210.0115,209.95075,4.9985,1.70425,0.597,34.8545,1,1.55075,82.6595,208.606,278.12675,1.33225,0.526,0.48525,-0.004132103
74.833,86.4065,210.023,209.9015,4.997,1.8085,0.594,34.709,1,1.8015,82.319,209.212,276.2535,1.4645,0.529,0.4855,-0.004332386
